[run] M-ours-dscore: built from explicit ckpt ckpt/d2sx_N10000_a1.pt -- caller override, NOT verified against the gate record here (recorded PASS rows: none)
[run] D2 7 points x n=640 -> 112 tasks on 112 workers (prior S2, cells ['C2'], chunk 40) -> /home/HTJ/t2/conf/raw_supp
99/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr3_skip520_n40.npz  (174 s)  BLER16: R2-ours-G=0.05 R3-bigamp=0.12 R4-scvamp=0.17 M-ours-gmm32=0.03 R5-genie=0.00
100/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr12_skip280_n40.npz  (174 s)  BLER16: R2-ours-G=0.00 R3-bigamp=0.03 R4-scvamp=0.07 M-ours-gmm32=0.00 R5-genie=0.00
101/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr9_skip160_n40.npz  (174 s)  BLER16: R2-ours-G=0.03 R3-bigamp=0.03 R4-scvamp=0.05 M-ours-gmm32=0.00 R5-genie=0.00
102/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr9_skip120_n40.npz  (174 s)  BLER16: R2-ours-G=0.03 R3-bigamp=0.12 R4-scvamp=0.17 M-ours-gmm32=0.00 R5-genie=0.00
103/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr3_skip0_n40.npz  (174 s)  BLER16: R2-ours-G=0.03 R3-bigamp=0.15 R4-scvamp=0.30 M-ours-gmm32=0.03 R5-genie=0.00
104/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr6_skip240_n40.npz  (175 s)  BLER16: R2-ours-G=0.03 R3-bigamp=0.10 R4-scvamp=0.07 M-ours-gmm32=0.00 R5-genie=0.00
105/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr-3_skip200_n40.npz  (175 s)  BLER16: R2-ours-G=0.50 R3-bigamp=0.65 R4-scvamp=0.75 M-ours-gmm32=0.40 R5-genie=0.07
106/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr3_skip120_n40.npz  (175 s)  BLER16: R2-ours-G=0.05 R3-bigamp=0.03 R4-scvamp=0.10 M-ours-gmm32=0.03 R5-genie=0.00
107/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr0_skip360_n40.npz  (175 s)  BLER16: R2-ours-G=0.03 R3-bigamp=0.15 R4-scvamp=0.23 M-ours-gmm32=0.03 R5-genie=0.00
108/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr9_skip600_n40.npz  (175 s)  BLER16: R2-ours-G=0.05 R3-bigamp=0.15 R4-scvamp=0.12 M-ours-gmm32=0.05 R5-genie=0.03
109/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr0_skip240_n40.npz  (176 s)  BLER16: R2-ours-G=0.07 R3-bigamp=0.17 R4-scvamp=0.53 M-ours-gmm32=0.05 R5-genie=0.03
110/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr12_skip40_n40.npz  (177 s)  BLER16: R2-ours-G=0.00 R3-bigamp=0.07 R4-scvamp=0.07 M-ours-gmm32=0.00 R5-genie=0.00
111/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr-3_skip560_n40.npz  (177 s)  BLER16: R2-ours-G=0.30 R3-bigamp=0.68 R4-scvamp=0.72 M-ours-gmm32=0.33 R5-genie=0.03
112/112 done    D2_C2_S2_Nr8_T16_Tp4_dft_snr15_skip520_n40.npz  (177 s)  BLER16: R2-ours-G=0.03 R3-bigamp=0.03 R4-scvamp=0.03 M-ours-gmm32=0.00 R5-genie=0.00
[run] finished in 3.0 min -> python runner.py analysis --testbed D2 --tag supp
EXIT=0
