
# ===== 2026-09-22 09:12:40 KST  D1V3160000 attempt 1  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=144000 n_val=16000 split_hash=c55ca8380705f89d E||H||_F^2/(NrNt)=0.999828 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'dit', 'param': 'vp', 'domain': 'angle', 'lr': 0.002238046051591068, 'ema': 0.999, 'batch': 256, 'emb': 256, 'width': 64, 'depth': 6, 'heads': 8, 'patch': 1}  params=479426
# stopping    : patience 20 on val loss, never before 200 epochs, max 3000 (01_RULES §5)
# jac_reg     : V3, loss += 0.1 * E_v||(J-J^T)v||^2, J = d tweedie_real/dx, 1 Rademacher probe/sample, lambda FIXED (10_SPEC_stageC §3b, never tuned). val loss / early stopping unchanged (pure DSM).
epoch    1 | train 8.031664e-01 | val 9.189837e-01 |  58.411 s | best 9.189837e-01 @1 * | asym_reg 8.949373e-03
epoch    2 | train 7.719590e-01 | val 8.757411e-01 |  57.973 s | best 8.757411e-01 @2 * | asym_reg 3.006390e-02
epoch    3 | train 7.565182e-01 | val 8.077698e-01 |  58.530 s | best 8.077698e-01 @3 * | asym_reg 3.587349e-02
epoch    4 | train 7.531997e-01 | val 7.828063e-01 |  58.609 s | best 7.828063e-01 @4 * | asym_reg 4.093273e-02
epoch    5 | train 7.517366e-01 | val 7.675532e-01 |  58.460 s | best 7.675532e-01 @5 * | asym_reg 4.341655e-02
epoch    6 | train 7.529022e-01 | val 7.584956e-01 |  54.092 s | best 7.584956e-01 @6 * | asym_reg 4.599066e-02
epoch    7 | train 7.525860e-01 | val 7.570419e-01 |  59.397 s | best 7.570419e-01 @7 * | asym_reg 4.650066e-02
epoch    8 | train 7.510821e-01 | val 7.518017e-01 |  59.180 s | best 7.518017e-01 @8 * | asym_reg 4.609787e-02
epoch    9 | train 7.497891e-01 | val 7.491564e-01 |  59.616 s | best 7.491564e-01 @9 * | asym_reg 4.625420e-02
epoch   10 | train 7.513781e-01 | val 7.487056e-01 |  59.203 s | best 7.487056e-01 @10 * | asym_reg 4.614617e-02
epoch   11 | train 7.515959e-01 | val 7.478362e-01 |  54.837 s | best 7.478362e-01 @11 * | asym_reg 5.243894e-02
epoch   12 | train 7.507282e-01 | val 7.480988e-01 |  31.945 s | best 7.478362e-01 @11 | asym_reg 4.543263e-02
epoch   13 | train 7.501806e-01 | val 7.475981e-01 |  58.528 s | best 7.475981e-01 @13 * | asym_reg 4.591905e-02
epoch   14 | train 7.490835e-01 | val 7.466069e-01 |  59.242 s | best 7.466069e-01 @14 * | asym_reg 4.383570e-02
epoch   15 | train 7.508003e-01 | val 7.470515e-01 |  40.093 s | best 7.466069e-01 @14 | asym_reg 5.244515e-02
epoch   16 | train 7.540235e-01 | val 7.485269e-01 |  35.643 s | best 7.466069e-01 @14 | asym_reg 5.582169e-02
epoch   17 | train 7.481482e-01 | val 7.476371e-01 |  34.895 s | best 7.466069e-01 @14 | asym_reg 4.376632e-02
epoch   18 | train 7.547453e-01 | val 7.492312e-01 |  34.795 s | best 7.466069e-01 @14 | asym_reg 4.863605e-02
epoch   19 | train 7.515538e-01 | val 7.470422e-01 |  52.364 s | best 7.466069e-01 @14 | asym_reg 5.107751e-02
epoch   20 | train 7.501473e-01 | val 7.460336e-01 |  59.675 s | best 7.460336e-01 @20 * | asym_reg 4.182968e-02
epoch   21 | train 7.696295e-01 | val 7.507243e-01 |  59.593 s | best 7.460336e-01 @20 | asym_reg 5.721218e-02
epoch   22 | train 7.547919e-01 | val 7.494355e-01 |  58.966 s | best 7.460336e-01 @20 | asym_reg 5.568621e-02
epoch   23 | train 7.518812e-01 | val 7.481860e-01 |  59.538 s | best 7.460336e-01 @20 | asym_reg 5.463275e-02
epoch   24 | train 7.537406e-01 | val 7.482841e-01 |  59.192 s | best 7.460336e-01 @20 | asym_reg 5.727733e-02
epoch   25 | train 7.517491e-01 | val 7.486602e-01 |  59.366 s | best 7.460336e-01 @20 | asym_reg 5.168039e-02
epoch   26 | train 7.488017e-01 | val 7.479497e-01 |  59.331 s | best 7.460336e-01 @20 | asym_reg 4.708807e-02
epoch   27 | train 7.493855e-01 | val 7.475291e-01 |  59.506 s | best 7.460336e-01 @20 | asym_reg 4.955979e-02
epoch   28 | train 7.484559e-01 | val 7.465715e-01 |  59.589 s | best 7.460336e-01 @20 | asym_reg 4.482183e-02
epoch   29 | train 7.468128e-01 | val 7.457191e-01 |  59.196 s | best 7.457191e-01 @29 * | asym_reg 4.220881e-02
epoch   30 | train 7.504925e-01 | val 7.457615e-01 |  59.768 s | best 7.457191e-01 @29 | asym_reg 4.412625e-02
epoch   31 | train 7.504436e-01 | val 7.470748e-01 |  59.251 s | best 7.457191e-01 @29 | asym_reg 5.086588e-02
epoch   32 | train 7.503944e-01 | val 7.478178e-01 |  59.501 s | best 7.457191e-01 @29 | asym_reg 4.790009e-02
epoch   33 | train 7.515129e-01 | val 7.482493e-01 |  59.497 s | best 7.457191e-01 @29 | asym_reg 5.077800e-02
epoch   34 | train 7.529627e-01 | val 7.485519e-01 |  59.396 s | best 7.457191e-01 @29 | asym_reg 5.365150e-02
epoch   35 | train 7.555972e-01 | val 7.473242e-01 |  59.857 s | best 7.457191e-01 @29 | asym_reg 4.664196e-02
epoch   36 | train 7.504546e-01 | val 7.470432e-01 |  59.407 s | best 7.457191e-01 @29 | asym_reg 4.709257e-02
epoch   37 | train 7.614131e-01 | val 7.504241e-01 |  59.505 s | best 7.457191e-01 @29 | asym_reg 5.235764e-02
epoch   38 | train 7.512095e-01 | val 7.485694e-01 |  59.182 s | best 7.457191e-01 @29 | asym_reg 5.640639e-02
epoch   39 | train 7.511469e-01 | val 7.485843e-01 |  59.708 s | best 7.457191e-01 @29 | asym_reg 5.584183e-02
epoch   40 | train 7.519793e-01 | val 7.482554e-01 |  59.904 s | best 7.457191e-01 @29 | asym_reg 5.265659e-02
epoch   41 | train 7.551110e-01 | val 7.468122e-01 |  59.341 s | best 7.457191e-01 @29 | asym_reg 5.057112e-02
