
# ===== 2026-09-22 03:41:36 KST  D1V3160000 attempt 3  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=144000 n_val=16000 split_hash=c55ca8380705f89d E||H||_F^2/(NrNt)=0.999828 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'dit', 'param': 'vp', 'domain': 'angle', 'lr': 0.000746015350530356, 'ema': 0.999, 'batch': 256, 'emb': 256, 'width': 64, 'depth': 6, 'heads': 8, 'patch': 1}  params=479426
# stopping    : patience 20 on val loss, never before 200 epochs, max 3000 (01_RULES §5)
# jac_reg     : V3, loss += 1.0 * E_v||(J-J^T)v||^2, J = d tweedie_real/dx, 1 Rademacher probe/sample, lambda FIXED (10_SPEC_stageC §3b, never tuned). val loss / early stopping unchanged (pure DSM).
epoch   44 | train 7.643812e-01 | val 7.593269e-01 |  68.346 s | best 7.564061e-01 @34 | asym_reg 7.949832e-03 | gnorm mean 1.666e+00 max 5.807e+00
epoch   45 | train 7.683947e-01 | val 7.607962e-01 |  70.715 s | best 7.564061e-01 @34 | asym_reg 8.391459e-03 | gnorm mean 1.461e+00 max 1.408e+01
epoch   46 | train 7.644408e-01 | val 7.595629e-01 |  67.961 s | best 7.564061e-01 @34 | asym_reg 8.162179e-03 | gnorm mean 8.000e+00 max 1.353e+03
epoch   47 | train 7.691403e-01 | val 7.628205e-01 |  49.823 s | best 7.564061e-01 @34 | asym_reg 8.282148e-03 | gnorm mean 1.366e+00 max 1.614e+01
epoch   48 | train 7.670742e-01 | val 7.633305e-01 |  80.535 s | best 7.564061e-01 @34 | asym_reg 7.530958e-03 | gnorm mean 1.446e+00 max 1.752e+01
epoch   49 | train 7.652291e-01 | val 7.649162e-01 |  82.923 s | best 7.564061e-01 @34 | asym_reg 7.423447e-03 | gnorm mean 1.090e+00 max 1.578e+01
epoch   50 | train 7.676065e-01 | val 7.641913e-01 |  80.921 s | best 7.564061e-01 @34 | asym_reg 8.631450e-03 | gnorm mean 2.436e+00 max 8.029e+01
epoch   51 | train 7.625262e-01 | val 7.620392e-01 |  81.700 s | best 7.564061e-01 @34 | asym_reg 7.240323e-03 | gnorm mean 1.029e+00 max 5.703e+01
epoch   52 | train 7.612433e-01 | val 7.603626e-01 |  82.668 s | best 7.564061e-01 @34 | asym_reg 7.141043e-03 | gnorm mean 1.403e+00 max 4.422e+01
epoch   53 | train 7.602896e-01 | val 7.599719e-01 |  81.770 s | best 7.564061e-01 @34 | asym_reg 6.346381e-03 | gnorm mean 9.160e-01 max 4.692e+00
epoch   54 | train 7.628499e-01 | val 7.596126e-01 |  80.680 s | best 7.564061e-01 @34 | asym_reg 7.431658e-03 | gnorm mean 1.280e+00 max 7.413e+00
