trial,gate_score,sec,err,arch,param,domain,width,depth,lr,ema,batch,emb,heads,patch,params,epochs,val_loss,stopped_by,GA,GB,GC,GD,GD_trace
27,4.800535442244222,181.0,,mlp,vp,angle,128,8,9.540740546480238e-05,0.999,512,256,,,330176,600,0.7690721750259399,max_epochs,8.007118685683677e-16,0.2164920404704065,0.7200803163366332,0.5269298107508228,0.1933968847024454
25,2.793946121909545,79.5,,dit,ve,pixel,64,8,0.0009041015662031361,0.99,512,128,4,2,619848,181,0.7366709113121033,patience,2.4397477910399746e-16,0.053752362884483595,0.4190919182864318,0.31404672706658815,0.04912419370303166
25,1.9282230912730645,199.7,,unet,edm,pixel,64,3,0.0035823232517595205,0.99,128,128,,,4192450,70,0.819791316986084,patience,2.138094316851867e-16,0.021858515580152726,0.28923346369095965,0.20925777341135313,0.03334560695941949
28,10.05427345973995,265.2,,mlp,vp,pixel,384,5,0.0007754613993045128,0.9999,256,256,,,1774528,600,0.757461667060852,max_epochs,1.4232272787963895e-15,0.18336394105389942,1.5081410189609923,0.4890204108251456,0.45621807768998446
16,9.805271059632576,783.4,,adm,vp,angle,48,2,0.0012723713128524705,0.9999,512,64,4,,2822450,591,0.7572358846664429,patience,1.6827560836496128e-15,0.27138108102289094,1.4707906589448863,0.7162741366827191,0.5178518021420336
26,2.1007483439248755,260.3,,dit,edm,angle,256,8,0.0004091027817157637,0.99,512,128,8,1,9707778,189,0.8229767084121704,patience,1.7038632099893128e-16,0.022005061318733254,0.3151122515887313,0.2048757672586304,0.028149956533553986
29,4.540235607927931,357.8,,mlp,edm,angle,128,3,0.002088874090950608,0.9999,128,256,,,165056,600,0.8368389010429382,max_epochs,1.9251281177327802e-16,0.07825308819697363,0.6810353411891896,0.29653102419530897,0.09201162442304647
26,4.922921745170914,310.2,,unet,vp,pixel,32,6,5.820412567582112e-05,0.9995,256,128,,,1269154,181,0.7417957186698914,patience,1.3289005640019944e-15,0.09720968091461235,0.7384382617756371,0.3902918797782157,0.1776464361601913
30,7.245221172336347,329.4,,mlp,edm,pixel,256,5,0.0006026861185853809,0.9999,128,256,,,822592,412,0.8416160345077515,patience,2.0823542524045108e-16,0.0720707061270307,1.086783175850452,0.2676641507437957,0.06157467835499583
27,3.0635799706790174,87.9,,unet,ve,pixel,64,5,0.0004435787051971486,0.99,512,64,,,4176066,63,0.7323184609413147,patience,2.467895744612223e-16,0.04100277539606956,0.45953699560185257,0.2717568948905437,0.0619237969532473
32,6.461406886489866,69.9,,mlp,ve,angle,512,2,0.0005671576559824788,0.99,128,64,,,1412672,78,0.7699108123779297,patience,2.1661884298500972e-16,0.19928239155858307,0.9692110329734799,0.49832570205856086,0.20785090291913047
28,3.001203787943895,199.9,,unet,vp,pixel,128,2,0.0005050057045888814,0.999,256,64,,,16650626,92,0.7302037477493286,patience,1.144471318372379e-15,0.030726856223676435,0.4501805681915842,0.23953358929194649,0.07963854853801693
4,3.428347611385095,2056.1,,uvit,vp,pixel,128,8,0.0002167571794356754,0.9999,128,64,4,1,1946024,600,0.7429978251457214,max_epochs,9.461783426298031e-16,0.07051598775721346,0.5142521417077642,0.32059453844222263,0.07023653468640054
29,3.6485905675561434,104.9,,unet,ve,pixel,64,7,0.0002639065143954029,0.99,512,64,,,5014338,58,0.7328605055809021,patience,2.409196201147911e-16,0.04544190680645266,0.5472885851334215,0.2980312107901439,0.07807913243175556
5,7.432804367877868,206.4,,uvit,vp,pixel,128,7,0.0020579379494208116,0.999,128,64,2,1,1516584,62,0.777538001537323,patience,8.85914676732195e-16,0.3716402183938934,0.852842604406429,0.7436993771738954,0.1623029372769359
6,6.575681997749636,260.9,,uvit,vp,pixel,128,7,0.0020579379494208116,0.999,128,64,2,1,1516584,78,0.7766149044036865,patience,7.885141465618905e-16,0.3287840998874818,0.7956331768563102,0.6954167129713261,0.29769037279270183
27,2.8301521653459045,694.8,,dit,ve,pixel,64,7,0.00025137543312430636,0.9995,256,128,4,2,545160,427,0.7363814115524292,patience,2.2155723934333983e-16,0.047921414578575794,0.4245228248018857,0.30686317291412274,0.039888141934969125
17,1.9083356087235197,823.5,,adm,vp,angle,16,3,0.000717094285201683,0.9995,128,128,2,,322834,180,0.730296790599823,patience,9.401645717716103e-16,0.06206093629202547,0.2756263272796471,0.38166712174470396,0.10023464909912184
8,12.394041723912634,264.7,,uvit,vp,pixel,128,7,0.0020579379494208116,0.999,128,64,2,1,1516584,82,0.7763683199882507,patience,1.3603340837217373e-15,0.3576060089193498,1.8591062585868952,0.7419883151961747,0.201342909386214
7,5.211808778012766,482.7,,uvit,vp,pixel,192,3,0.00018189051591570494,0.9999,256,64,8,2,1463470,600,0.7495642304420471,max_epochs,1.222770347176537e-15,0.12834811818698966,0.7817713167019148,0.4420164939297672,0.36165764192975697
18,5.212409527297831,364.3,,adm,edm,pixel,128,5,5.752607772720146e-05,0.9995,128,128,4,,20000898,79,0.8240717053413391,patience,2.2556302714993923e-16,0.02506274287048149,0.7818614290946747,0.190529205593021,0.028854123144741173
28,2.7135634749089355,417.5,,dit,ve,pixel,128,4,0.00012762829008379663,0.999,256,64,2,2,1248392,367,0.7344393730163574,patience,2.3542762955306557e-16,0.03234739693347044,0.4070345212363403,0.2533016491852948,0.0303419706341818
9,1.8140882163601755,620.0,,uvit,vp,angle,192,5,0.001173687056235568,0.9995,128,256,4,1,2466280,353,0.7304074168205261,patience,8.903550996898103e-16,0.029620106572176397,0.2721132324540263,0.244977160913662,0.04314832915160032
19,1.87245219191084,189.0,,adm,ve,angle,16,7,0.0010299062258250058,0.99,512,256,4,,390162,94,0.7306641936302185,patience,2.3152837462763077e-16,0.06436770771433697,0.280867828786626,0.33420225951036203,0.09253592789682293
12,2.2802783149696375,414.0,,uvit,vp,angle,192,8,0.0004437329992616727,0.99,128,64,4,2,4354414,103,0.7306448221206665,patience,9.595230080306943e-16,0.034937327386814765,0.3420417472454456,0.2632549864870813,0.06451036243139625
14,2.2991441892717557,150.9,,uvit,edm,angle,192,3,0.001044622930978342,0.999,256,256,4,2,1500334,184,0.8243827223777771,patience,1.7808205714052824e-16,0.02930559814446121,0.34487162839076335,0.22990986857757434,0.032625314731318876
13,2.7589255953858194,332.1,,uvit,vp,angle,256,7,0.000280141282406827,0.9995,256,64,2,2,6011950,187,0.7314730286598206,patience,1.175440955850225e-15,0.028511603758379245,0.4138388393078729,0.2414511727657141,0.10340252547043795
11,2.8351242250891038,715.6,,uvit,vp,angle,192,5,0.001173687056235568,0.9995,128,256,4,1,2466280,287,0.743521511554718,patience,8.587936214708616e-16,0.07487132105659366,0.42526863376336554,0.39304421914765375,0.08692522111682205
20,7.610175662207525,235.1,,adm,edm,pixel,64,7,0.0007670918314296845,0.9995,512,128,4,,5960770,164,0.8348417282104492,patience,1.9072118171880767e-16,0.08138730188905874,1.1415263493311287,0.2779367172055274,0.12185083494059015
29,13.57190932529526,525.0,,dit,ve,angle,256,5,0.0024727765119061836,0.9999,128,256,2,1,6190082,197,0.7947288155555725,patience,1.2952458970544411e-16,0.6785954662647631,1.0482001869939384,1.0580217252473945,1.231492945863884
15,5.807887487962264,362.0,,uvit,ve,pixel,256,4,5.538673391762082e-05,0.99,512,64,8,1,4304168,453,0.7731037735939026,patience,1.8179925738085962e-16,0.2903943743981132,0.6882009293247278,0.6658960191386741,0.2596795101348592
17,2.6782852518999274,333.1,,uvit,vp,angle,256,7,0.000280141282406827,0.9995,256,64,2,2,6011950,184,0.7312435507774353,patience,1.2982430017725486e-15,0.025141134277677946,0.4017427877849891,0.2298475880235796,0.11320065526337995
10,2.417015939713477,1339.6,,uvit,vp,angle,192,5,0.001173687056235568,0.9995,128,256,4,1,2466280,567,0.7379260063171387,patience,8.495123408264945e-16,0.05781502436042696,0.3625523909570215,0.34539876705063094,0.06615826476536768
16,12.583812609193528,470.2,,uvit,vp,pixel,128,6,0.00012539499197394672,0.9999,512,128,8,2,1523246,600,0.8040554523468018,max_epochs,6.262646258663971e-16,0.6291906304596764,0.6400459829585282,0.9789521190102823,1.152841694569729
21,10.584783063749015,552.0,,adm,edm,pixel,128,5,0.0001274402750696897,0.9999,256,256,2,,20066434,230,0.8516461849212646,patience,2.45264393234434e-16,0.1505934428970026,1.5877174595623522,0.3507430784449501,0.13819005993062827
22,2.0762746017769813,86.1,,adm,ve,angle,64,5,0.00017452882873332187,0.99,512,64,2,,5007426,57,0.7304190993309021,patience,2.5090500991094355e-16,0.06005862828582731,0.3114411902665472,0.3661424051333788,0.0762401342024937
20,2.741877353378488,343.4,,uvit,vp,angle,256,7,0.000280141282406827,0.9995,256,64,2,2,6011950,192,0.7304487824440002,patience,1.1749796797160348e-15,0.02874549253945191,0.4112816030067732,0.24085287976423272,0.08516493729385069
19,16.607941324662097,493.3,,uvit,vp,pixel,128,6,0.00012539499197394672,0.9999,512,128,8,2,1523246,600,0.8305774331092834,max_epochs,5.072885575890844e-16,0.8303970662331048,0.7013605417720913,1.107574793598502,1.281798209601184
24,3.061528712708259,198.1,,adm,vp,pixel,48,4,0.0001115724911667996,0.999,256,64,4,,2822450,93,0.7337841987609863,patience,1.1907230525072362e-15,0.05049042783720603,0.45922930690623887,0.30185910119656634,0.10596826664707552
18,2.3922167915049832,629.2,,uvit,ve,angle,256,8,0.000491970684749383,0.99,128,256,4,2,7771950,160,0.7320148348808289,patience,2.345345642249922e-16,0.04565805817804458,0.35883251872574745,0.30872284180736703,0.04394646225732721
23,5.214210605673843,424.3,,adm,vp,angle,64,6,0.0008192275535626253,0.9995,512,256,2,,5993538,218,0.7373465299606323,patience,1.341424583340084e-15,0.08943501034503609,0.7821315908510764,0.4296723617853181,0.3045935256507223
24,2.8792934181908527,268.6,,uvit,ve,pixel,64,4,0.0008540169258548046,0.999,512,128,2,1,281448,600,0.7397647500038147,max_epochs,2.180099725214869e-16,0.05884022557737234,0.4318940127286279,0.31070920106439354,0.05172549284398149
22,13.113763422290154,485.0,,uvit,vp,pixel,128,6,0.00012539499197394672,0.9999,512,128,8,2,1523246,600,0.8044047951698303,max_epochs,6.373956255041884e-16,0.6556881711145077,0.683002291540877,0.9951777012497177,1.1682212188983376
25,12.74228903068165,699.0,,adm,vp,angle,48,3,0.0002974330739115114,0.9999,512,128,4,,2834738,516,0.7614994645118713,patience,1.7368548524064594e-15,0.23216710292540266,1.9113433546022476,0.6474430867315689,0.55435580587984
26,15.394445032638346,602.9,,adm,ve,pixel,128,8,0.00027655036201356705,0.9999,512,128,2,,23742594,306,0.7723814249038696,patience,1.4346661655640175e-16,0.35826668028405906,2.309166754895752,0.7217426609392833,0.5612390879199304
28,2.6740858879670864,101.4,,adm,vp,pixel,64,5,9.979295218869066e-05,0.99,512,64,2,,5007426,57,0.7324153184890747,patience,1.0923792300342945e-15,0.05779441295735244,0.40111288319506294,0.3314184003892824,0.14090881644268213
25,6.380183959744303,512.8,,uvit,ve,pixel,192,2,0.0024914201070930873,0.9999,256,64,4,1,1465768,580,0.7880473732948303,patience,1.5706449031056437e-16,0.31900919798721517,0.8111029974023616,0.7214539769949042,0.4315700045199574
27,5.132459330273246,685.8,,adm,edm,pixel,48,6,0.0027724582827601,0.9999,512,64,4,,3350066,564,0.8432755470275879,patience,2.1284555334608925e-16,0.11243165661893029,0.7698688995409869,0.337035649932313,0.09656679161133178
29,11.289651501627848,583.3,,adm,ve,pixel,32,2,0.001137092087593981,0.9999,256,256,4,,1284130,344,0.7585680484771729,patience,1.6596513838722715e-16,0.19094153693687876,1.693447725244177,0.5301317853794373,0.17414121811581432
21,3.2245035362151397,2041.4,,uvit,vp,pixel,128,8,0.0002167571794356754,0.9999,128,64,4,1,1946024,600,0.740536093711853,max_epochs,9.144500950138665e-16,0.07168122582264114,0.48367553043227096,0.32321210058349337,0.1135215230817829
29,12.420373824759912,148.2,,uvit,vp,pixel,128,7,0.0020579379494208116,0.999,128,64,2,1,1516584,37,0.7974515557289124,patience,4.922836674445635e-16,0.6210186912379956,0.8286336098422215,0.8922737090780677,0.9765936652329702
27,6.9244153236511785,828.8,,uvit,edm,angle,128,8,0.0007290690432940092,0.9999,256,64,4,2,1944494,423,0.8466597199440002,patience,1.907863492214856e-16,0.08804112682165477,1.0386622985476768,0.2763882058601377,0.10034904111946903
28,6.431626718131751,320.2,,uvit,vp,pixel,128,7,0.0020579379494208116,0.999,128,64,2,1,1516584,102,0.7762227058410645,patience,7.591412521437127e-16,0.32158133590658755,0.7219151211332642,0.6874401326950387,0.3123120985686405
32,2.357557588432968,184.6,,uvit,ve,angle,256,4,0.0003060422418465345,0.999,512,256,2,2,4350254,204,0.7317567467689514,patience,2.271050345177364e-16,0.03458610267321216,0.3536336382649452,0.2676615522194916,0.10087945962636931
23,3.2559399266680225,2049.5,,uvit,vp,pixel,128,8,0.0002167571794356754,0.9999,128,64,4,1,1946024,600,0.7395079731941223,max_epochs,9.603369698313128e-16,0.06564631512268804,0.48839098900020333,0.309916071671946,0.13447067645422778
30,5.365572805635729,507.0,,uvit,vp,pixel,192,3,0.00018189051591570494,0.9999,256,64,8,2,1463470,589,0.7504886984825134,patience,1.248573238368459e-15,0.1297572051064888,0.8048359208453594,0.44427308554469874,0.36429659305526546
26,4.3497046089089535,2034.2,,uvit,vp,pixel,128,8,0.0002167571794356754,0.9999,128,64,4,1,1946024,600,0.7425249218940735,max_epochs,1.0589621925293937e-15,0.06743820587976646,0.652455691336343,0.31303814747681197,0.09441544833434902
35,4.673840463104521,527.9,,uvit,vp,pixel,192,3,0.00018189051591570494,0.9999,256,64,8,2,1463470,592,0.747165322303772,patience,1.238890226655921e-15,0.11723028178030792,0.7010760694656781,0.42369395925309206,0.34310697581476785
36,2.322273754993537,462.4,,uvit,vp,angle,192,8,0.0004437329992616727,0.99,128,64,4,2,4354414,120,0.73150235414505,patience,1.1311437503241707e-15,0.030746140198329552,0.3483410632490305,0.2579383526274105,0.0480309619379443
31,1.8781207950205625,1048.5,,uvit,vp,angle,192,5,0.001173687056235568,0.9995,128,256,4,1,2466280,444,0.7305249571800232,patience,9.297834741712488e-16,0.031568624170246196,0.2817181192530844,0.2519630908584856,0.032881040614179666
39,2.2967020031739893,186.3,,uvit,edm,angle,192,3,0.001044622930978342,0.999,256,256,4,2,1500334,164,0.8233607411384583,patience,1.9318010713764214e-16,0.02878019254338593,0.3445053004760984,0.22771300462602312,0.029744854412986323
34,1.8748146863744857,987.7,,uvit,edm,angle,256,7,9.840222144053405e-05,0.999,128,64,2,1,6015016,303,0.8227882385253906,patience,1.8295055795141381e-16,0.020031445520710456,0.28122220295617284,0.19848365617817618,0.021777907759975113
38,2.215289566988705,358.0,,uvit,vp,angle,192,8,0.0004437329992616727,0.99,128,64,4,2,4354414,90,0.7309558391571045,patience,9.766256587683604e-16,0.039999040955394305,0.3322934350483058,0.26817490255494125,0.06346222698879199
33,2.0066123976545995,1065.5,,uvit,vp,angle,192,5,0.001173687056235568,0.9995,128,256,4,1,2466280,495,0.7304985523223877,patience,9.356642705634377e-16,0.0218298245475268,0.3009918596481899,0.2438624236803317,0.03432874470472136
37,4.875417984613032,530.0,,uvit,vp,pixel,192,3,0.00018189051591570494,0.9999,256,64,8,2,1463470,600,0.7478938102722168,max_epochs,1.2732935064625767e-15,0.11727222509720447,0.7313126976919547,0.4278527440454301,0.3396359569505133
40,2.5945971556429783,330.2,,uvit,vp,angle,256,7,0.000280141282406827,0.9995,256,64,2,2,6011950,185,0.7314243912696838,patience,1.2469644427385297e-15,0.02737130947871025,0.3891895733464467,0.2506678714248009,0.11550486186694797
41,6.106990487573429,273.0,,uvit,ve,pixel,256,4,5.538673391762082e-05,0.99,512,64,8,1,4304168,343,0.7742472290992737,patience,1.730135027526289e-16,0.30534952437867147,0.6954987769190667,0.6827762060503897,0.26695168959932225
43,2.325702560985325,201.6,,uvit,edm,angle,192,3,0.001044622930978342,0.999,256,256,4,2,1500334,181,0.8235881924629211,patience,2.1286798511372486e-16,0.028081026500853312,0.34885538414779876,0.22933362053935688,0.03467949695656519
44,2.6577285995423057,311.5,,uvit,vp,angle,256,7,0.000280141282406827,0.9995,256,64,2,2,6011950,176,0.7315647602081299,patience,1.1462002666934094e-15,0.03119470131337221,0.3986592899313458,0.2508138636750188,0.13720122694141132
