trial,gate_score,sec,err,arch,param,domain,width,depth,lr,ema,batch,emb,heads,patch,params,epochs,val_loss,stopped_by,GA,GB,GC,GD,GD_trace
30,2.0938077620181974,969.1,,uvit,ve,angle,192,6,0.0004711577066943611,0.9995,128,256,4,1,3429928,335,0.7300782799720764,patience,2.4146641519293956e-16,0.026820058316301187,0.3140711643027296,0.2263738714723691,0.02636563657853473
44,1.9872393291834687,119.6,,conv,ve,pixel,64,5,0.0007042549483804209,0.999,128,256,,,392258,92,0.727983295917511,patience,2.0161204371686088e-16,0.02724682159663505,0.2980858993775203,0.216299185877474,0.04370726735519443
45,19.90356431496524,79.5,,dit,edm,angle,64,6,0.0015039467026744372,0.9995,128,256,8,1,479426,16,0.9913953542709351,patience,8.341737659470041e-17,0.995178215748262,2.590281066258734,1.2448663947802374,1.2925491957266284
43,1.699686798004692,274.8,,adm,ve,pixel,64,3,0.0012018929799480073,0.999,128,256,2,,5056578,74,0.7286669015884399,patience,2.6293088114454813e-16,0.04159688447977539,0.2549530197007038,0.3142454322652819,0.12413410740387383
36,2.7990015404796407,738.0,,dit,ve,pixel,192,6,0.0002246190100232562,0.999,128,256,8,1,4166210,278,0.7399479150772095,patience,2.2182334283547514e-16,0.047670931648492676,0.4198502310719461,0.29176768951142434,0.035819572854772025
47,5.661540204898075,87.4,,mlp,edm,pixel,384,2,0.0010155823464281638,0.999,256,256,,,887488,219,0.8369547128677368,patience,1.8230821595106091e-16,0.06530018265376536,0.8492310307347112,0.2903945967877089,0.06073979695189962
31,4.687655782983361,1100.6,,dit,ve,angle,128,7,0.0023178609431140592,0.9999,128,256,4,1,2164994,354,0.7351828217506409,patience,2.4055104956348795e-16,0.040357990802864174,0.7031483674475042,0.27476044595701826,0.06765331122574457
38,2.4350950588463998,679.3,,adm,ve,angle,16,3,0.003793764291351688,0.9995,128,256,4,,331026,149,0.7307344079017639,patience,2.6936526541288954e-16,0.0858991281015562,0.28270218210589143,0.48701901176928,0.10531305778432844
46,2.1007975623726485,226.4,,conv,edm,angle,32,7,0.0005409760259828024,0.99,128,64,,,133794,84,0.8219062685966492,patience,2.51855150804908e-16,0.05775968376765461,0.31511963435589724,0.3549180162801226,0.06312614044502568
50,2.5942801547222887,199.8,,adm,ve,pixel,64,4,0.00048305835099717384,0.999,256,256,2,,5056578,95,0.7297999858856201,patience,2.2298666120348064e-16,0.03347956848653344,0.3891420232083433,0.23970117213803446,0.046116267331625466
49,3.262639942181944,234.7,,adm,ve,pixel,64,2,0.0028456090924488526,0.999,128,256,2,,5056578,61,0.7313220500946045,patience,2.48056961751202e-16,0.1631319971090972,0.25693005330938645,0.607883977125167,0.2339611157243638
48,1.860206568857215,312.1,,adm,ve,pixel,64,3,0.0011805283302094138,0.999,128,256,2,,5056578,99,0.7287395596504211,patience,2.5344646735734866e-16,0.04078937289145146,0.2790309853285822,0.2953703198189062,0.12309522504937909
52,2.2198183621187395,297.3,,adm,edm,pixel,64,3,0.0006734200974891323,0.999,128,256,4,,5056578,79,0.8198757767677307,patience,1.7519868581787458e-16,0.01635878305211924,0.3329727543178109,0.1781433675512792,0.023728872595609796
53,3.8524755067890757,334.9,,uvit,edm,pixel,128,5,0.001370342095316962,0.9995,256,256,8,1,1111720,259,0.8627597093582153,patience,1.9976637610454354e-16,0.1529515792023315,0.5778713260183613,0.37594187861718903,0.0938109569324512
56,6.482466667410071,266.0,,adm,edm,pixel,64,3,0.0015359941241007927,0.999,128,256,2,,5056578,70,0.8223453760147095,patience,2.366565928903955e-16,0.1182292658155546,0.9723700001115106,0.44817054404453854,0.28643362473769374
55,2.018996189578931,362.8,,dit,edm,pixel,192,6,0.003387222875537503,0.99,256,256,4,1,4166210,205,0.8256765604019165,patience,2.0355689856899975e-16,0.03031453434821274,0.3028494284368396,0.23668506298413358,0.03221560039934425
59,1.7395694266825894,184.2,,adm,ve,pixel,64,3,0.0017428606905197327,0.99,256,256,2,,5056578,83,0.7286509275436401,patience,2.551155906417289e-16,0.029556007546099883,0.2609354140023884,0.26592949092311885,0.054816430311661696
60,2.195873962605131,173.0,,conv,ve,pixel,64,5,0.0018751049356987757,0.9995,128,256,,,392258,148,0.7297700047492981,patience,2.3692390536084716e-16,0.03669134262645146,0.3293810943907696,0.24118903804452935,0.08914111996432925
51,2.938125275478211,819.9,,dit,vp,pixel,64,7,0.000521665196342722,0.99,256,256,4,1,554114,513,0.7357457876205444,patience,9.378438881319016e-16,0.0372703468031903,0.4407187913217316,0.2556277861129824,0.04244649528726591
54,2.8871240634394497,661.9,,dit,edm,pixel,64,4,0.0007490263586528491,0.9995,256,256,8,1,330050,600,0.8364939093589783,max_epochs,1.9247809056176543e-16,0.04952818213990384,0.4330686095159174,0.2829965710339719,0.045294013178018504
57,2.9614229332844837,561.7,,dit,ve,pixel,256,7,0.0011489008969505596,0.999,128,256,2,2,8553992,161,0.7365905046463013,patience,2.358671357498225e-16,0.034949852783608515,0.44421343999267254,0.25540987210488814,0.04544286182437753
61,48.34571644791604,214.1,,adm,ve,pixel,64,3,0.002621466841902229,0.99,256,256,2,,5056578,101,0.7288524508476257,patience,6.653604721775299e-17,2.4172858223958023,1.1335983684944053,2.1104060439088657,2.40330366556991
64,1.809421559036376,134.5,,adm,ve,angle,64,3,0.0007433424723302548,0.99,256,256,2,,5056578,55,0.7287866473197937,patience,2.375943116819961e-16,0.04377808236603675,0.2714132338554564,0.32407027348861434,0.0609175965398403
63,1.9229594890617974,201.8,,adm,ve,pixel,64,4,0.0013528263379495881,0.99,256,256,2,,5056578,93,0.7288494110107422,patience,2.3531303085945614e-16,0.03048877054443122,0.2884439233592696,0.2606319869784595,0.05022680890131023
67,2.850290058563019,189.2,,adm,ve,pixel,64,3,0.0012824109858883268,0.999,512,256,2,,5056578,158,0.7302329540252686,patience,2.2834014603596133e-16,0.03376507538653106,0.42754350878445285,0.2640711286014935,0.05569985797919549
65,3.073439153551072,304.3,,dit,edm,pixel,256,8,0.0009971611510118058,0.99,256,256,4,2,9737480,156,0.8288417458534241,patience,1.9490298558869068e-16,0.03244199333788034,0.4610158730326608,0.22823837024104265,0.023104938747849954
58,5.108066287407874,826.8,,dit,ve,angle,192,4,0.0008684119268889905,0.9999,128,256,8,1,2833346,385,0.7376356720924377,patience,2.2952816024160994e-16,0.036811180414425104,0.7662099431111812,0.25986168177133734,0.08130731543521096
68,1.9141977464664317,203.9,,adm,ve,angle,64,4,0.00109860442598297,0.99,256,256,2,,5056578,69,0.7285920977592468,patience,2.4142943551165894e-16,0.04429915615267266,0.24483978687182734,0.38283954929328634,0.050191712137642445
69,5.544344408735913,155.3,,mlp,ve,angle,256,8,0.0007048887357526762,0.99,256,256,,,1217344,251,0.7451087832450867,patience,2.266116434597226e-16,0.1228385274418371,0.8316516613103869,0.4200865387239989,0.08286346901709227
70,1.8268753414199728,139.6,,adm,ve,pixel,64,3,0.0008274164899833288,0.99,256,256,2,,5056578,55,0.7285211682319641,patience,2.2834448035722793e-16,0.030408221375531452,0.2740313012129959,0.23697229973177367,0.05006926362235589
71,1.7643023309203962,163.8,,adm,ve,pixel,64,4,0.0013924305169377385,0.99,256,256,2,,5056578,70,0.7288133502006531,patience,2.395710391367998e-16,0.03199402746892055,0.2646453496380594,0.26223178020653576,0.0531002265662322
72,2.2987215758300286,221.4,,adm,ve,angle,16,3,0.0005036276501570808,0.99,512,256,2,,331026,162,0.7314910888671875,patience,2.507983894838651e-16,0.0666207011394262,0.34480823637450425,0.4172132663908136,0.10452356514727706
74,2.0718765140173265,136.2,,adm,vp,pixel,48,3,0.0007324866985286036,0.99,256,256,2,,2859314,53,0.7289237976074219,patience,1.0948495941951101e-15,0.03320839493613459,0.31078147710259896,0.2390081093513632,0.042067035980164744
66,1.5797922053890199,574.1,,dit,ve,angle,64,6,0.0013457445682618714,0.9995,128,128,8,1,471234,196,0.7273783087730408,patience,2.681924097187493e-16,0.011037142928704613,0.23696883080835296,0.16489729873108677,0.019223061580164947
76,2.3459688329190294,163.0,,adm,ve,pixel,64,4,0.0008973110689013834,0.99,256,256,2,,5056578,71,0.7289103269577026,patience,2.2860908646053835e-16,0.02438763955094103,0.3518953249378544,0.2284328321999049,0.042887623109064424
77,2.5055180120016045,225.5,,dit,ve,angle,128,2,0.001905701099135441,0.9995,256,256,2,2,679304,266,0.7346371412277222,patience,2.1864478180409838e-16,0.030292514094465206,0.37582770180024067,0.24655610162254743,0.056228652721193255
73,2.234407280560031,401.7,,adm,ve,angle,96,2,0.00088981862619472,0.9995,256,256,2,,11317346,140,0.7316113710403442,patience,1.9495994660230437e-16,0.06270900423065662,0.3351610920840046,0.4199598878669431,0.1785010370796482
79,1.9493188228709835,114.6,,adm,ve,pixel,64,3,0.0006082354954471674,0.99,256,256,2,,5056578,41,0.7288200855255127,patience,2.608697912548668e-16,0.03381718084421115,0.2923978234306475,0.24046847964983595,0.04950097338158077
62,2.4207072720752714,1029.8,,adm,ve,pixel,64,2,0.001672728168908958,0.9999,128,256,2,,5056578,320,0.7309213280677795,patience,2.8344437053926993e-16,0.060684663194439326,0.3631060908112907,0.44441583614896596,0.22437098703846614
81,1.8438119896222416,147.9,,adm,ve,pixel,64,3,0.0018217705022134188,0.99,256,256,2,,5056578,89,0.729209840297699,patience,2.909882931846057e-16,0.02821835841049003,0.27657179844333624,0.2786693594869266,0.06111257582211877
84,1.8548754417882396,175.9,,adm,ve,pixel,64,4,0.001707502800555462,0.99,256,128,2,,5023810,78,0.7292693257331848,patience,2.378996743198966e-16,0.034052399407662914,0.27823131626823594,0.27246203008949027,0.0604349645986752
80,2.122995212014541,408.3,,dit,ve,angle,64,5,0.0024354230596174875,0.9995,128,128,2,2,395784,157,0.7301048636436462,patience,2.2904175352564347e-16,0.022046305183790693,0.31844928180218113,0.2195225343352732,0.03743679706529171
82,1.9980402982443788,383.9,,dit,ve,angle,256,3,0.001791482586449002,0.9995,128,128,4,1,3790338,201,0.7297986149787903,patience,2.717921843151396e-16,0.022837406717525877,0.2997060447366568,0.200057055140282,0.02323111113843128
83,4.696692618137425,370.7,,dit,ve,angle,256,8,0.0012263318862414103,0.9995,256,128,4,2,9704712,158,0.7338454723358154,patience,2.546799998364998e-16,0.05306027021669402,0.7045038927206138,0.3494125193398549,0.1615175929262046
78,4.647053084144504,783.1,,dit,ve,angle,256,3,0.0012555466423061416,0.9999,128,128,4,1,3790338,425,0.7373695969581604,patience,2.2035031709995218e-16,0.036274632512963256,0.6970579626216756,0.22885676982004838,0.08543791290589683
87,1.7816830370496672,171.0,,adm,ve,pixel,64,4,0.0018328193610821248,0.99,256,256,2,,5056578,75,0.7291173338890076,patience,2.3989375483958785e-16,0.03254717270748042,0.2672524555574501,0.29899954370632537,0.06722791308209924
86,1.9073250830335717,187.4,,adm,ve,pixel,64,4,0.0016183638266904147,0.99,256,128,2,,5023810,86,0.7285216450691223,patience,2.230506722201441e-16,0.030803107984515243,0.28609876245503574,0.28974198723918393,0.06657385818267476
75,7.120695022862286,919.4,,adm,ve,angle,64,3,0.0005860463956257523,0.9999,256,256,2,,5056578,371,0.7441630959510803,patience,1.8423197984095891e-16,0.1324798386431334,1.0681042534293428,0.5487387329760646,0.31311302491577697
88,1.4604335400956503,196.9,,adm,ve,pixel,64,3,0.0041164718892607735,0.99,256,256,2,,5056578,90,0.7284624576568604,patience,2.4984068742335123e-16,0.03800393690465942,0.20981006405019464,0.29208670801913006,0.0742431226317466
90,5.215244639946682,90.4,,mlp,ve,pixel,384,4,0.0019162049721196206,0.99,256,256,,,1478848,172,0.746087908744812,patience,2.1989502045372431e-16,0.15573876770399897,0.7822866959920022,0.49450351022985783,0.07398492139319719
93,2.3510102893048686,143.8,,unet,ve,pixel,16,4,0.004458830771695439,0.99,256,256,,,278322,107,0.730538010597229,patience,2.370123737821698e-16,0.04875245822189833,0.35265154339573024,0.30550276583402364,0.09177465243934915
91,2.4511593983527002,213.8,,adm,vp,pixel,64,3,0.0021408895236934497,0.999,256,256,2,,5056578,100,0.7298119068145752,patience,1.0774195041516067e-15,0.11503745482512828,0.2635921323475877,0.49023187967054005,0.14741618407125207
89,2.142402429897293,222.6,,conv,ve,angle,48,2,0.0007168133440684889,0.9995,128,128,,,93458,210,0.7322472333908081,patience,2.856608610355864e-16,0.08459193028400991,0.3101753273653819,0.4284804859794586,0.12473098599114188
85,1.8443721587743105,522.5,,dit,ve,angle,64,4,0.0027642346862205144,0.9995,128,256,2,1,330050,247,0.7302195429801941,patience,2.7701076219902856e-16,0.020067005817318684,0.27665582381614656,0.2032572151298328,0.027259202944518352
98,48.778703411180594,74.6,,adm,ve,pixel,64,3,0.004104096456531347,0.99,256,256,2,,5056578,16,0.9834136366844177,patience,5.612528445218491e-17,2.43893517055903,1.0015752365826318,1.9691452360977977,2.421743312897856
96,1.8689032859641956,193.5,,adm,ve,pixel,64,3,0.0019076983517414805,0.99,256,256,2,,5056578,87,0.7287961840629578,patience,2.606343569998729e-16,0.037504425137440345,0.28033549289462933,0.30549708631094474,0.09508545047000723
92,1.9901927972605649,401.9,,dit,ve,angle,256,4,0.0008268185596426877,0.9995,128,128,4,1,4973826,170,0.7292776107788086,patience,2.700853464027728e-16,0.01862468449722665,0.29852891958908473,0.1895920383353471,0.024245113204861952
95,4.211511131562163,285.7,,dit,ve,angle,128,5,0.001599385478508207,0.9995,512,256,2,1,1571330,361,0.734758198261261,patience,2.7028090533216035e-16,0.03545285508569407,0.6317266697343243,0.2687679674048068,0.08269296658413597
101,4.850665690452087,125.6,,mlp,ve,pixel,512,8,0.00042266742138626724,0.99,256,256,,,4662848,169,0.7414298057556152,patience,2.0971177571026887e-16,0.10184805002635522,0.727599853567813,0.3719594822780931,0.09246225725014205
94,2.1118058106536903,515.9,,unet,ve,angle,128,4,0.0015592077096524591,0.9995,128,256,,,16748930,127,0.7285636067390442,patience,2.2655064953079143e-16,0.04929340816551586,0.3167708715980535,0.35960622414532967,0.06470067012042376
99,7.762676679320599,273.7,,uvit,ve,angle,256,8,0.0014209755961156853,0.9995,128,128,4,2,7739182,69,0.762859582901001,patience,1.7973843468515038e-16,0.1890248358803428,1.1644015018980898,0.5746275896265363,0.3922281916109636
97,1.7372608611805196,416.9,,adm,ve,angle,64,3,0.0007509264120917657,0.999,128,256,2,,5056578,83,0.7287173271179199,patience,2.3567518007436424e-16,0.044324674696837096,0.26058912917707794,0.3356687305123563,0.04576456642326653
103,5.098118268993583,110.5,,mlp,ve,pixel,128,4,0.003329038070978521,0.99,256,256,,,198080,254,0.7489238381385803,patience,2.2924831223951856e-16,0.20239675249359768,0.7647177403490375,0.5649142697042333,0.12922640248258016
102,1.8802663069321068,221.1,,adm,ve,angle,64,4,0.0004132214831425492,0.99,256,256,2,,5056578,72,0.7293296456336975,patience,2.5833874736440433e-16,0.045088654698040465,0.282039946039816,0.3597356428247433,0.07556272946553522
105,1.8968142792563585,138.4,,adm,ve,pixel,96,3,0.0016075290521729874,0.99,512,256,2,,11317346,81,0.729224443435669,patience,2.687964522359171e-16,0.024719662346786908,0.28452214188845376,0.2551213845238003,0.06736025976121623
100,8.82588379169903,521.4,,adm,ve,pixel,64,2,0.001059265987687846,0.9999,256,256,2,,5056578,290,0.7547509074211121,patience,1.8927529811665454e-16,0.2947753445938528,1.3238825687548543,0.6884037490426181,0.12801019764979235
106,3.1136553998420275,317.3,,dit,ve,angle,256,5,0.0013316355212424533,0.9995,128,64,4,2,6137864,112,0.7318227291107178,patience,2.2012803721576617e-16,0.030657419381899365,0.4670483099763041,0.2570151589907483,0.06853525546597762
109,1.7238026410151097,200.3,,adm,ve,angle,64,3,0.0008501396994711948,0.99,256,64,4,,5007426,65,0.7289330363273621,patience,2.163724429090542e-16,0.04121321266189737,0.25857039615226646,0.3287441992105034,0.07509351057064328
108,1.6450667718386447,367.3,,adm,ve,angle,64,3,0.00047049648801217184,0.999,128,256,2,,5056578,71,0.7284625768661499,patience,2.744343611148537e-16,0.03989249882758439,0.2467600157757967,0.31875405539253676,0.05217061195229897
107,1.6224197250972665,421.5,,adm,vp,angle,64,3,0.0006946656823146019,0.999,128,256,2,,5056578,83,0.7290554046630859,patience,1.0466509198091779e-15,0.04077638009535334,0.24336295876458997,0.31726489472996255,0.05095352355065209
104,1.9495294995062595,533.2,,uvit,ve,pixel,64,6,0.0011079997009894344,0.99,256,256,8,1,397864,363,0.730480968952179,patience,2.0556908730055005e-16,0.03206012953090798,0.29242942492593893,0.2336646457337513,0.02651293870620056
112,1.8257773998137816,205.0,,adm,ve,angle,64,3,0.000728342684242666,0.99,256,64,4,,5007426,68,0.7291394472122192,patience,2.277309083873849e-16,0.04220193537446004,0.27386660997206724,0.31396283212699133,0.04858499955788664
114,48.839473722554814,145.5,,adm,vp,angle,128,4,0.00096945169303252,0.999,128,128,4,,20000898,16,0.9744423031806946,patience,1.520113311986789e-16,2.441973686127741,1.0002926420192289,1.9699052623811917,2.4236381370451356
110,1.8578503331799399,528.2,,dit,ve,angle,128,7,0.0021106879504459086,0.9995,128,256,8,1,2164994,158,0.7290334105491638,patience,2.498883219965968e-16,0.016564332631869627,0.27867754997699096,0.17510468823614042,0.05281394926143622
111,4.540989767858045,533.6,,adm,ve,angle,64,2,0.0008506936342331474,0.999,128,256,2,,5056578,108,0.7285929918289185,patience,2.8167266627346093e-16,0.03960507445942918,0.27270332077657655,0.908197953571609,0.09067492785521596
115,1.7644068928134755,390.6,,adm,vp,angle,64,3,0.0006017472770863116,0.999,128,256,4,,5056578,77,0.7284511923789978,patience,9.723234280597313e-16,0.04292309051987053,0.25235320113917026,0.35288137856269514,0.060076863546127963
113,1.7263050622528457,513.6,,adm,ve,angle,64,3,0.00033791558774170794,0.9995,128,256,4,,5056578,103,0.7292552590370178,patience,2.8269972222619973e-16,0.04676143065392835,0.25894575933792685,0.31980433389532653,0.060173409693813545
117,2.6503981018206724,366.2,,adm,vp,angle,64,3,0.001314237432155709,0.999,128,256,2,,5056578,70,0.7302885055541992,patience,1.0509283819471996e-15,0.1046518475282936,0.2699112119727327,0.5300796203641345,0.08292063175368873
119,2.245958102026607,119.6,,conv,ve,angle,32,2,0.0014179306402294519,0.99,256,64,,,41314,155,0.7334377765655518,patience,3.3982973372855584e-16,0.08852881141877478,0.3212636347175584,0.44919162040532146,0.11046241126642363
120,5.789798680146837,90.2,,mlp,vp,angle,256,2,0.0005893243454300035,0.999,128,256,,,427840,125,0.7689284682273865,patience,9.67706613070937e-16,0.19366965254324153,0.8684698020220255,0.5036436663436142,0.23555232134183904
118,2.290101946523423,399.2,,adm,ve,angle,64,3,0.001167674790859609,0.999,128,128,4,,5023810,78,0.728642463684082,patience,3.145723726462717e-16,0.04818307542342115,0.2704756610116406,0.4580203893046847,0.0629993785628458
121,1.6801807640595117,356.8,,adm,vp,angle,64,3,0.0004452721582924139,0.999,128,128,4,,5023810,68,0.7286096811294556,patience,9.643437344445494e-16,0.04148021665841384,0.25202711460892674,0.32973358863545854,0.0701138317394816
123,1.6944148137899495,437.6,,adm,vp,angle,64,3,0.0007117845641353598,0.999,128,256,4,,5056578,87,0.7290281057357788,patience,1.0874754558610296e-15,0.04310559308358375,0.2541622220684924,0.3358770333356238,0.042844019627136846
122,2.0885158922898457,492.6,,adm,ve,angle,64,3,0.00022567734970982672,0.9995,128,256,4,,5056578,99,0.7299745082855225,patience,1.9813964392027744e-16,0.0509276798931646,0.31327738384347686,0.32567726264581587,0.07744474313896539
124,2.055976077675742,519.8,,adm,ve,angle,48,2,0.0003164351654554445,0.9995,128,256,4,,2859314,109,0.7299590110778809,patience,2.3096321417063545e-16,0.0462429090218448,0.3083964116513613,0.3189847865447503,0.09583564307321497
125,1.6700260921907955,405.1,,adm,ve,angle,64,3,0.0004945189758325597,0.999,128,256,4,,5056578,79,0.7284350991249084,patience,2.447333723213521e-16,0.04501953583907947,0.2505039138286193,0.3055616076079811,0.04248007376798447
116,4.910165369152899,1173.7,,adm,vp,angle,64,3,0.0004960818348794316,0.9999,128,256,2,,5056578,262,0.7365623712539673,patience,1.2802819873300056e-15,0.09094076571559762,0.7365248053729347,0.45496392425496907,0.2189321766931554
126,2.527755430425415,423.5,,adm,ve,angle,64,3,0.001020881001791342,0.999,128,256,4,,5056578,83,0.729308545589447,patience,2.5430893200539716e-16,0.0529157234334221,0.2536221047959317,0.505551086085083,0.07468328630788942
127,1.6713297588364573,385.1,,adm,vp,angle,64,3,0.00045663165947624194,0.999,128,128,4,,5023810,75,0.7288441061973572,patience,1.0128372413405084e-15,0.043071556130345856,0.2506994638254686,0.292988766415881,0.06327670746200803
128,1.638830365942946,430.9,,adm,vp,angle,64,3,0.0006890608751657724,0.999,128,128,4,,5023810,85,0.7290814518928528,patience,9.749166836314583e-16,0.044377353088237204,0.2458245548914419,0.30802517106501776,0.03549355751057973
132,1.7108022933699558,220.6,,adm,ve,angle,64,3,0.0009385052333740141,0.99,256,64,4,,5007426,71,0.7287895083427429,patience,2.475816864604581e-16,0.044188116569952696,0.24225309285272617,0.3421604586739912,0.056125562124438005
129,1.9312925031161676,507.7,,adm,vp,angle,16,3,0.0007658864705596357,0.999,128,256,4,,331026,130,0.7301241159439087,patience,1.0054944178436172e-15,0.05955387293483261,0.2434557189662349,0.3862585006232335,0.09391160833874666
130,1.7593329159436721,395.4,,adm,ve,angle,64,3,0.0006083378029298267,0.999,128,64,4,,5007426,77,0.7283986806869507,patience,2.511153198603098e-16,0.041702367628742465,0.24840615382808018,0.3518665831887344,0.05974305930415164
131,1.660826314466016,357.8,,adm,vp,angle,64,3,0.0003179321409492203,0.999,128,128,4,,5023810,71,0.7285735011100769,patience,9.808351751878456e-16,0.04337924208308519,0.2491239471699024,0.31212167073302227,0.0645717454243824
133,1.758871694561508,313.6,,unet,vp,angle,96,3,0.0004353930643245962,0.999,128,128,,,9400610,75,0.7286539673805237,patience,1.0839110966508406e-15,0.04880349696613595,0.26059735228602027,0.3517743389123016,0.05939970478646656
135,2.2630111506256476,220.2,,conv,ve,angle,64,2,0.0010549876742593687,0.9995,128,128,,,162498,169,0.732715368270874,patience,2.6600192325112316e-16,0.08226553206488729,0.3394516725938471,0.42938081959735963,0.13417934948321397
136,1.765230259557165,169.8,,adm,vp,angle,64,3,0.000407076384947742,0.999,128,128,4,,5023810,84,0.728391170501709,patience,1.0315147700244436e-15,0.04194152679822283,0.26478453893357473,0.30726899472827524,0.05553892820549704
139,5.781849346463105,98.0,,mlp,vp,angle,384,5,0.0003878735487510877,0.999,128,256,,,1774528,93,0.7695609331130981,patience,9.373876336276341e-16,0.19242995700303878,0.8672774019694657,0.5012420999427405,0.2569874473957739
138,1.7390612903294393,216.3,,adm,ve,angle,64,3,0.0008698485285947139,0.99,256,64,4,,5007426,73,0.7287909388542175,patience,2.55726428478407e-16,0.04539224588768742,0.2608591935494159,0.3260462586866378,0.05744957653082018
134,1.7547495267732691,422.0,,adm,ve,angle,64,3,0.0004462823201551251,0.999,128,256,4,,5056578,91,0.728606104850769,patience,2.552399330079479e-16,0.044747247648222466,0.26321242901599035,0.3149886773338639,0.035290867492898496
141,1.7741339226407002,129.4,,adm,ve,angle,32,3,0.0005742048071389779,0.99,256,64,4,,1259554,80,0.7296305298805237,patience,2.1265988320029708e-16,0.05314040128475317,0.266120088396105,0.31527763200034353,0.0738963420907649
145,1.8345188250344924,139.7,,adm,vp,angle,64,3,0.001010848953075977,0.99,256,64,4,,5007426,93,0.7282772660255432,patience,1.0669488473521745e-15,0.04231305326738255,0.27517782375517386,0.3272734181183723,0.06684701583364451
140,1.7748692955547622,405.6,,adm,vp,angle,64,3,0.00025810939397903713,0.999,128,128,4,,5023810,79,0.7294993996620178,patience,9.728621299432636e-16,0.04859737812768561,0.2662303943332143,0.33578994814029056,0.07135611459109469
137,2.0008516027865704,547.0,,adm,ve,angle,64,3,0.000642439412956714,0.9995,128,256,4,,5056578,118,0.7289466857910156,patience,2.7090791050028265e-16,0.046845036986088884,0.30012774041798557,0.35894973680489184,0.054967270978397445
144,1.7294237997676152,312.1,,adm,vp,angle,64,3,0.0007047326818793949,0.999,256,128,4,,5023810,110,0.7296895980834961,patience,1.0690487086194046e-15,0.0412389182994195,0.25941356996514225,0.33511802315819095,0.08307751065181698
142,1.6534037217774196,411.7,,adm,vp,angle,64,3,0.0005030239273508358,0.999,128,128,4,,5023810,80,0.7284748554229736,patience,1.0060339616319802e-15,0.04257465418105122,0.24748674155673547,0.33068074435548395,0.049002772550120394
148,4.549282959877303,157.4,,mlp,vp,angle,512,8,0.0007724427095781729,0.999,128,128,,,4597312,156,0.7424834370613098,patience,1.032955597636346e-15,0.10419043852682175,0.6823924439815954,0.38240432147932485,0.06388934346216062
149,1.7521526161991667,227.2,,adm,ve,angle,64,3,0.0012039478042878637,0.99,256,64,4,,5007426,73,0.7290340662002563,patience,2.577754151158586e-16,0.045156318234987,0.25339936096651844,0.35043052323983337,0.0534949771824272
147,1.660983638290038,303.2,,adm,edm,angle,64,3,0.0003650971916127399,0.999,128,256,4,,5056578,82,0.8212003111839294,patience,2.1697138557125528e-16,0.038054911627823707,0.2491475457435057,0.3265553174750557,0.04746789440668749
143,1.714676721928806,656.4,,uvit,vp,angle,64,5,0.0006645058394957543,0.999,128,128,2,1,281448,288,0.7289428114891052,patience,9.087726720669322e-16,0.023065334747462085,0.25720150828932087,0.21062086595996984,0.037904617178570306
150,1.5818688754652703,430.1,,adm,vp,angle,64,3,0.0005210240690547489,0.999,128,128,4,,5023810,85,0.7284752726554871,patience,9.650436186003205e-16,0.051184641138440234,0.23394966553443572,0.3163737750930541,0.04906844883187721
151,1.8287672269481656,397.7,,adm,vp,angle,128,3,0.00016552035245693712,0.999,128,128,4,,20000898,67,0.7290055155754089,patience,1.0846921038046526e-15,0.042804549362462474,0.2743150840422248,0.3375226353744313,0.07298738644291605
152,2.104248669134499,392.1,,dit,ve,angle,256,3,0.0005200150205155025,0.999,128,256,4,1,3823106,198,0.7297998666763306,patience,2.4277803024534416e-16,0.019679092293408473,0.31563730037017484,0.2057273468391777,0.02491081837515349
153,4.886721318730796,420.4,,dit,ve,angle,64,8,0.004529945714123555,0.9995,128,256,8,2,628040,115,0.7317906022071838,patience,2.983482270729041e-16,0.03434565866012318,0.7330081978096193,0.29549752136732343,0.09718969002799133
154,1.548676462121176,344.8,,adm,edm,angle,64,3,0.0003445629728566958,0.999,128,256,4,,5056578,73,0.8203368186950684,patience,1.859804971636909e-16,0.036861051239203135,0.23124716145546095,0.3097352924242352,0.045282336047437456
156,1.7144604010335325,295.2,,adm,vp,angle,64,3,0.000484142007585982,0.999,256,128,4,,5023810,103,0.7296032905578613,patience,1.0113738153366231e-15,0.04760766518963311,0.25709920622578325,0.34289208020670653,0.07953788877151896
157,3.345584174974908,231.8,,adm,ve,angle,64,3,0.00031495826829628954,0.999,512,128,4,,5023810,141,0.732515275478363,patience,2.342117914959323e-16,0.05942951220091519,0.5018376262462362,0.3740422246924875,0.099084933247502
159,2.3786276495965035,251.8,,adm,ve,angle,64,3,0.0006241138332413726,0.999,512,256,4,,5056578,157,0.7311186790466309,patience,2.0021599774461155e-16,0.04877201160214417,0.3567941474394755,0.3237461625597982,0.0964919821971883
146,5.919504496190297,1140.2,,adm,ve,angle,64,3,0.001108840962763055,0.9999,256,64,4,,5007426,470,0.7403821349143982,patience,2.2368263707530134e-16,0.07200464589888544,0.8879256744285444,0.4271317184803369,0.15094722555634715
155,2.1303377236459196,557.9,,adm,vp,angle,64,3,0.0005551674477028973,0.9995,128,128,4,,5023810,113,0.7288678884506226,patience,1.0192038547234531e-15,0.044875595425757364,0.3195506585468879,0.35054373125592253,0.07459427982605657
