
# ===== 2026-09-20 16:49:42 KST  HPO attempt 119  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=9000 n_val=1000 split_hash=98d6225d67f9c15a E||H||_F^2/(NrNt)=1.000268 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'conv', 'param': 've', 'domain': 'angle', 'lr': 0.0014179306402294519, 'ema': 0.99, 'batch': 256, 'emb': 64, 'width': 32, 'depth': 2}  params=41314
# stopping    : patience 15 on val loss, never before 0 epochs, max 600 (01_RULES §5)
epoch    1 | train 9.181214e-01 | val 9.463799e-01 |   0.517 s | best 9.463799e-01 @1 *
epoch    2 | train 8.904363e-01 | val 9.213668e-01 |   0.535 s | best 9.213668e-01 @2 *
epoch    3 | train 8.549569e-01 | val 9.057498e-01 |   0.540 s | best 9.057498e-01 @3 *
epoch    4 | train 8.197405e-01 | val 8.842547e-01 |   0.544 s | best 8.842547e-01 @4 *
epoch    5 | train 7.943227e-01 | val 8.585601e-01 |   0.549 s | best 8.585601e-01 @5 *
epoch    6 | train 7.767178e-01 | val 8.302172e-01 |   0.552 s | best 8.302172e-01 @6 *
epoch    7 | train 7.712286e-01 | val 8.058695e-01 |   0.568 s | best 8.058695e-01 @7 *
epoch    8 | train 7.632010e-01 | val 7.859932e-01 |   0.567 s | best 7.859932e-01 @8 *
epoch    9 | train 7.637603e-01 | val 7.710817e-01 |   0.561 s | best 7.710817e-01 @9 *
epoch   10 | train 7.618509e-01 | val 7.609913e-01 |   0.544 s | best 7.609913e-01 @10 *
epoch   11 | train 7.610471e-01 | val 7.541614e-01 |   0.569 s | best 7.541614e-01 @11 *
epoch   12 | train 7.598617e-01 | val 7.499266e-01 |   0.571 s | best 7.499266e-01 @12 *
epoch   13 | train 7.602444e-01 | val 7.472803e-01 |   0.567 s | best 7.472803e-01 @13 *
epoch   14 | train 7.581412e-01 | val 7.454661e-01 |   0.545 s | best 7.454661e-01 @14 *
epoch   15 | train 7.585221e-01 | val 7.442166e-01 |   0.567 s | best 7.442166e-01 @15 *
epoch   16 | train 7.550566e-01 | val 7.432550e-01 |   0.560 s | best 7.432550e-01 @16 *
epoch   17 | train 7.561517e-01 | val 7.425043e-01 |   0.557 s | best 7.425043e-01 @17 *
epoch   18 | train 7.577658e-01 | val 7.419014e-01 |   0.547 s | best 7.419014e-01 @18 *
epoch   19 | train 7.523340e-01 | val 7.412668e-01 |   0.557 s | best 7.412668e-01 @19 *
epoch   20 | train 7.618622e-01 | val 7.408303e-01 |   0.570 s | best 7.408303e-01 @20 *
epoch   21 | train 7.552084e-01 | val 7.404950e-01 |   0.567 s | best 7.404950e-01 @21 *
epoch   22 | train 7.576657e-01 | val 7.400845e-01 |   0.561 s | best 7.400845e-01 @22 *
epoch   23 | train 7.601441e-01 | val 7.396386e-01 |   0.556 s | best 7.396386e-01 @23 *
epoch   24 | train 7.547491e-01 | val 7.394734e-01 |   0.562 s | best 7.394734e-01 @24 *
epoch   25 | train 7.544824e-01 | val 7.392336e-01 |   0.559 s | best 7.392336e-01 @25 *
epoch   26 | train 7.560464e-01 | val 7.390147e-01 |   0.567 s | best 7.390147e-01 @26 *
epoch   27 | train 7.561611e-01 | val 7.387115e-01 |   0.545 s | best 7.387115e-01 @27 *
epoch   28 | train 7.533455e-01 | val 7.384998e-01 |   0.568 s | best 7.384998e-01 @28 *
epoch   29 | train 7.488524e-01 | val 7.382479e-01 |   0.543 s | best 7.382479e-01 @29 *
epoch   30 | train 7.541365e-01 | val 7.381542e-01 |   0.549 s | best 7.381542e-01 @30 *
epoch   31 | train 7.514703e-01 | val 7.379157e-01 |   0.544 s | best 7.379157e-01 @31 *
epoch   32 | train 7.505571e-01 | val 7.377348e-01 |   0.533 s | best 7.377348e-01 @32 *
epoch   33 | train 7.535644e-01 | val 7.376082e-01 |   0.538 s | best 7.376082e-01 @33 *
epoch   34 | train 7.522650e-01 | val 7.374973e-01 |   0.544 s | best 7.374973e-01 @34 *
epoch   35 | train 7.522780e-01 | val 7.373930e-01 |   0.551 s | best 7.373930e-01 @35 *
