
# ===== 2026-09-20 15:47:44 KST  HPO attempt 53  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=9000 n_val=1000 split_hash=98d6225d67f9c15a E||H||_F^2/(NrNt)=1.000268 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'uvit', 'param': 'edm', 'domain': 'pixel', 'lr': 0.001370342095316962, 'ema': 0.9995, 'batch': 256, 'emb': 256, 'width': 128, 'depth': 5, 'heads': 8, 'patch': 1}  params=1111720
# stopping    : patience 15 on val loss, never before 0 epochs, max 600 (01_RULES §5)
epoch    1 | train 9.512137e-01 | val 9.905620e-01 |   1.050 s | best 9.905620e-01 @1 *
epoch    2 | train 8.987388e-01 | val 9.899937e-01 |   1.067 s | best 9.899937e-01 @2 *
epoch    3 | train 8.987181e-01 | val 9.888391e-01 |   1.076 s | best 9.888391e-01 @3 *
epoch    4 | train 8.956821e-01 | val 9.871112e-01 |   1.078 s | best 9.871112e-01 @4 *
epoch    5 | train 8.938905e-01 | val 9.848711e-01 |   1.061 s | best 9.848711e-01 @5 *
epoch    6 | train 8.940495e-01 | val 9.822157e-01 |   1.051 s | best 9.822157e-01 @6 *
epoch    7 | train 8.889689e-01 | val 9.792526e-01 |   1.054 s | best 9.792526e-01 @7 *
epoch    8 | train 8.873093e-01 | val 9.761420e-01 |   1.059 s | best 9.761420e-01 @8 *
epoch    9 | train 8.904495e-01 | val 9.729968e-01 |   1.053 s | best 9.729968e-01 @9 *
epoch   10 | train 8.923155e-01 | val 9.699122e-01 |   1.055 s | best 9.699122e-01 @10 *
epoch   11 | train 8.919334e-01 | val 9.668167e-01 |   1.060 s | best 9.668167e-01 @11 *
epoch   12 | train 8.935232e-01 | val 9.638166e-01 |   1.056 s | best 9.638166e-01 @12 *
epoch   13 | train 8.910750e-01 | val 9.609414e-01 |   1.047 s | best 9.609414e-01 @13 *
epoch   14 | train 8.911951e-01 | val 9.581412e-01 |   1.059 s | best 9.581412e-01 @14 *
epoch   15 | train 8.901246e-01 | val 9.553929e-01 |   1.049 s | best 9.553929e-01 @15 *
epoch   16 | train 8.933282e-01 | val 9.527255e-01 |   1.053 s | best 9.527255e-01 @16 *
epoch   17 | train 8.931133e-01 | val 9.501424e-01 |   1.053 s | best 9.501424e-01 @17 *
epoch   18 | train 8.889064e-01 | val 9.476840e-01 |   1.053 s | best 9.476840e-01 @18 *
epoch   19 | train 8.875532e-01 | val 9.452919e-01 |   1.050 s | best 9.452919e-01 @19 *
epoch   20 | train 8.885000e-01 | val 9.430109e-01 |   1.056 s | best 9.430109e-01 @20 *
epoch   21 | train 8.915108e-01 | val 9.408201e-01 |   1.056 s | best 9.408201e-01 @21 *
epoch   22 | train 8.916161e-01 | val 9.387110e-01 |   1.050 s | best 9.387110e-01 @22 *
epoch   23 | train 8.895283e-01 | val 9.366649e-01 |   1.052 s | best 9.366649e-01 @23 *
epoch   24 | train 8.868618e-01 | val 9.346704e-01 |   1.054 s | best 9.346704e-01 @24 *
epoch   25 | train 8.888870e-01 | val 9.328023e-01 |   1.065 s | best 9.328023e-01 @25 *
epoch   26 | train 8.898574e-01 | val 9.310104e-01 |   1.048 s | best 9.310104e-01 @26 *
epoch   27 | train 8.890190e-01 | val 9.292592e-01 |   1.051 s | best 9.292592e-01 @27 *
epoch   28 | train 8.891291e-01 | val 9.275559e-01 |   1.061 s | best 9.275559e-01 @28 *
epoch   29 | train 8.891645e-01 | val 9.258653e-01 |   1.049 s | best 9.258653e-01 @29 *
epoch   30 | train 8.880167e-01 | val 9.242734e-01 |   1.051 s | best 9.242734e-01 @30 *
epoch   31 | train 8.866842e-01 | val 9.227354e-01 |   1.053 s | best 9.227354e-01 @31 *
epoch   32 | train 8.890733e-01 | val 9.212199e-01 |   1.116 s | best 9.212199e-01 @32 *
epoch   33 | train 8.886827e-01 | val 9.197559e-01 |   1.085 s | best 9.197559e-01 @33 *
epoch   34 | train 8.901006e-01 | val 9.183440e-01 |   1.090 s | best 9.183440e-01 @34 *
epoch   35 | train 8.872151e-01 | val 9.169500e-01 |   1.105 s | best 9.169500e-01 @35 *
epoch   36 | train 8.877785e-01 | val 9.155962e-01 |   1.108 s | best 9.155962e-01 @36 *
epoch   37 | train 8.910020e-01 | val 9.142819e-01 |   1.093 s | best 9.142819e-01 @37 *
epoch   38 | train 8.875737e-01 | val 9.130145e-01 |   1.114 s | best 9.130145e-01 @38 *
epoch   39 | train 8.869371e-01 | val 9.117743e-01 |   1.116 s | best 9.117743e-01 @39 *
epoch   40 | train 8.890372e-01 | val 9.105890e-01 |   1.084 s | best 9.105890e-01 @40 *
epoch   41 | train 8.887458e-01 | val 9.094290e-01 |   1.089 s | best 9.094290e-01 @41 *
epoch   42 | train 8.916989e-01 | val 9.082998e-01 |   1.066 s | best 9.082998e-01 @42 *
epoch   43 | train 8.883202e-01 | val 9.072077e-01 |   1.104 s | best 9.072077e-01 @43 *
epoch   44 | train 8.857323e-01 | val 9.061257e-01 |   1.110 s | best 9.061257e-01 @44 *
epoch   45 | train 8.894405e-01 | val 9.050999e-01 |   1.092 s | best 9.050999e-01 @45 *
epoch   46 | train 8.905121e-01 | val 9.041229e-01 |   1.106 s | best 9.041229e-01 @46 *
epoch   47 | train 8.859251e-01 | val 9.031830e-01 |   1.086 s | best 9.031830e-01 @47 *
epoch   48 | train 8.851257e-01 | val 9.022738e-01 |   1.071 s | best 9.022738e-01 @48 *
epoch   49 | train 8.876496e-01 | val 9.013963e-01 |   1.060 s | best 9.013963e-01 @49 *
epoch   50 | train 8.845999e-01 | val 9.005287e-01 |   1.044 s | best 9.005287e-01 @50 *
epoch   51 | train 8.846299e-01 | val 8.996796e-01 |   1.048 s | best 8.996796e-01 @51 *
epoch   52 | train 8.875886e-01 | val 8.988915e-01 |   1.054 s | best 8.988915e-01 @52 *
epoch   53 | train 8.890222e-01 | val 8.981284e-01 |   1.046 s | best 8.981284e-01 @53 *
epoch   54 | train 8.899903e-01 | val 8.973970e-01 |   1.052 s | best 8.973970e-01 @54 *
epoch   55 | train 8.882231e-01 | val 8.966777e-01 |   1.056 s | best 8.966777e-01 @55 *
epoch   56 | train 8.858125e-01 | val 8.959746e-01 |   1.054 s | best 8.959746e-01 @56 *
epoch   57 | train 8.878077e-01 | val 8.952936e-01 |   1.052 s | best 8.952936e-01 @57 *
epoch   58 | train 8.894449e-01 | val 8.946653e-01 |   1.046 s | best 8.946653e-01 @58 *
epoch   59 | train 8.866512e-01 | val 8.940429e-01 |   1.040 s | best 8.940429e-01 @59 *
epoch   60 | train 8.850085e-01 | val 8.934509e-01 |   1.059 s | best 8.934509e-01 @60 *
epoch   61 | train 8.889674e-01 | val 8.928750e-01 |   1.057 s | best 8.928750e-01 @61 *
epoch   62 | train 8.854207e-01 | val 8.923240e-01 |   1.037 s | best 8.923240e-01 @62 *
epoch   63 | train 8.876729e-01 | val 8.917731e-01 |   1.035 s | best 8.917731e-01 @63 *
epoch   64 | train 8.886980e-01 | val 8.912499e-01 |   1.020 s | best 8.912499e-01 @64 *
epoch   65 | train 8.847212e-01 | val 8.907370e-01 |   1.065 s | best 8.907370e-01 @65 *
epoch   66 | train 8.853918e-01 | val 8.902599e-01 |   1.020 s | best 8.902599e-01 @66 *
epoch   67 | train 8.871873e-01 | val 8.898088e-01 |   1.063 s | best 8.898088e-01 @67 *
epoch   68 | train 8.864135e-01 | val 8.893557e-01 |   1.024 s | best 8.893557e-01 @68 *
epoch   69 | train 8.818214e-01 | val 8.889020e-01 |   1.050 s | best 8.889020e-01 @69 *
