
# ===== 2026-09-21 00:41:18 KST  HPO attempt 574  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=9000 n_val=1000 split_hash=98d6225d67f9c15a E||H||_F^2/(NrNt)=1.000268 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'adm', 'param': 'edm', 'domain': 'angle', 'lr': 0.002768340010096453, 'ema': 0.99, 'batch': 256, 'emb': 256, 'width': 32, 'depth': 4, 'heads': 4, 'attn_at': 8}  params=1284130
# stopping    : patience 15 on val loss, never before 0 epochs, max 600 (01_RULES §5)
epoch    1 | train 1.005233e+00 | val 9.906840e-01 |   2.365 s | best 9.906840e-01 @1 *
epoch    2 | train 1.000736e+00 | val 9.906917e-01 |   2.301 s | best 9.906840e-01 @1
epoch    3 | train 1.001481e+00 | val 9.906973e-01 |   2.254 s | best 9.906840e-01 @1
epoch    4 | train 1.000050e+00 | val 9.906979e-01 |   2.256 s | best 9.906840e-01 @1
epoch    5 | train 1.004041e+00 | val 9.906896e-01 |   2.254 s | best 9.906840e-01 @1
epoch    6 | train 9.968426e-01 | val 9.907891e-01 |   2.254 s | best 9.906840e-01 @1
epoch    7 | train 1.001447e+00 | val 9.908547e-01 |   2.254 s | best 9.906840e-01 @1
epoch    8 | train 9.992569e-01 | val 9.908721e-01 |   2.252 s | best 9.906840e-01 @1
epoch    9 | train 9.990482e-01 | val 9.908314e-01 |   2.254 s | best 9.906840e-01 @1
epoch   10 | train 1.001605e+00 | val 9.907882e-01 |   2.263 s | best 9.906840e-01 @1
epoch   11 | train 1.001346e+00 | val 9.907399e-01 |   2.262 s | best 9.906840e-01 @1
epoch   12 | train 1.002132e+00 | val 9.906932e-01 |   2.265 s | best 9.906840e-01 @1
epoch   13 | train 1.003694e+00 | val 9.906662e-01 |   2.264 s | best 9.906662e-01 @13 *
epoch   14 | train 9.982892e-01 | val 9.906535e-01 |   2.264 s | best 9.906535e-01 @14 *
epoch   15 | train 9.983088e-01 | val 9.906300e-01 |   2.271 s | best 9.906300e-01 @15 *
epoch   16 | train 9.982857e-01 | val 9.906060e-01 |   2.264 s | best 9.906060e-01 @16 *
epoch   17 | train 1.002310e+00 | val 9.905667e-01 |   2.265 s | best 9.905667e-01 @17 *
epoch   18 | train 1.000974e+00 | val 9.906380e-01 |   2.264 s | best 9.905667e-01 @17
epoch   19 | train 9.980989e-01 | val 9.906030e-01 |   2.266 s | best 9.905667e-01 @17
epoch   20 | train 1.001447e+00 | val 9.904556e-01 |   2.265 s | best 9.904556e-01 @20 *
epoch   21 | train 9.969487e-01 | val 9.901353e-01 |   2.262 s | best 9.901353e-01 @21 *
epoch   22 | train 9.964124e-01 | val 9.896495e-01 |   2.264 s | best 9.896495e-01 @22 *
