
# ===== 2026-09-20 22:27:44 KST  HPO attempt 439  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=9000 n_val=1000 split_hash=98d6225d67f9c15a E||H||_F^2/(NrNt)=1.000268 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'conv', 'param': 'vp', 'domain': 'angle', 'lr': 0.0018912574705265024, 'ema': 0.999, 'batch': 256, 'emb': 256, 'width': 16, 'depth': 6}  params=32818
# stopping    : patience 15 on val loss, never before 0 epochs, max 600 (01_RULES §5)
epoch    1 | train 9.074757e-01 | val 9.869139e-01 |   0.959 s | best 9.869139e-01 @1 *
epoch    2 | train 8.697746e-01 | val 9.838446e-01 |   1.006 s | best 9.838446e-01 @2 *
epoch    3 | train 8.472171e-01 | val 9.817492e-01 |   1.011 s | best 9.817492e-01 @3 *
epoch    4 | train 8.148859e-01 | val 9.798090e-01 |   0.997 s | best 9.798090e-01 @4 *
epoch    5 | train 7.925690e-01 | val 9.778761e-01 |   1.002 s | best 9.778761e-01 @5 *
epoch    6 | train 7.790980e-01 | val 9.756482e-01 |   0.999 s | best 9.756482e-01 @6 *
epoch    7 | train 7.721144e-01 | val 9.732054e-01 |   1.001 s | best 9.732054e-01 @7 *
epoch    8 | train 7.683511e-01 | val 9.704718e-01 |   0.999 s | best 9.704718e-01 @8 *
epoch    9 | train 7.673489e-01 | val 9.676203e-01 |   0.996 s | best 9.676203e-01 @9 *
epoch   10 | train 7.673210e-01 | val 9.645532e-01 |   0.999 s | best 9.645532e-01 @10 *
epoch   11 | train 7.607413e-01 | val 9.613255e-01 |   0.996 s | best 9.613255e-01 @11 *
epoch   12 | train 7.649907e-01 | val 9.578508e-01 |   1.002 s | best 9.578508e-01 @12 *
epoch   13 | train 7.616071e-01 | val 9.541951e-01 |   0.995 s | best 9.541951e-01 @13 *
epoch   14 | train 7.587682e-01 | val 9.503456e-01 |   0.992 s | best 9.503456e-01 @14 *
epoch   15 | train 7.569215e-01 | val 9.463260e-01 |   0.955 s | best 9.463260e-01 @15 *
epoch   16 | train 7.612043e-01 | val 9.421000e-01 |   1.000 s | best 9.421000e-01 @16 *
epoch   17 | train 7.565723e-01 | val 9.376611e-01 |   1.001 s | best 9.376611e-01 @17 *
epoch   18 | train 7.539523e-01 | val 9.330310e-01 |   1.000 s | best 9.330310e-01 @18 *
epoch   19 | train 7.640647e-01 | val 9.282751e-01 |   1.009 s | best 9.282751e-01 @19 *
epoch   20 | train 7.569020e-01 | val 9.233428e-01 |   1.013 s | best 9.233428e-01 @20 *
epoch   21 | train 7.526807e-01 | val 9.182751e-01 |   0.990 s | best 9.182751e-01 @21 *
epoch   22 | train 7.576925e-01 | val 9.131194e-01 |   0.994 s | best 9.131194e-01 @22 *
epoch   23 | train 7.566365e-01 | val 9.078506e-01 |   1.002 s | best 9.078506e-01 @23 *
epoch   24 | train 7.537688e-01 | val 9.024938e-01 |   1.068 s | best 9.024938e-01 @24 *
epoch   25 | train 7.521681e-01 | val 8.971149e-01 |   1.078 s | best 8.971149e-01 @25 *
epoch   26 | train 7.508245e-01 | val 8.916632e-01 |   1.062 s | best 8.916632e-01 @26 *
epoch   27 | train 7.532231e-01 | val 8.862426e-01 |   1.078 s | best 8.862426e-01 @27 *
epoch   28 | train 7.570752e-01 | val 8.807968e-01 |   0.934 s | best 8.807968e-01 @28 *
epoch   29 | train 7.548262e-01 | val 8.754242e-01 |   0.921 s | best 8.754242e-01 @29 *
epoch   30 | train 7.544229e-01 | val 8.701007e-01 |   1.091 s | best 8.701007e-01 @30 *
epoch   31 | train 7.496620e-01 | val 8.648005e-01 |   1.100 s | best 8.648005e-01 @31 *
epoch   32 | train 7.515554e-01 | val 8.596211e-01 |   1.103 s | best 8.596211e-01 @32 *
epoch   33 | train 7.529492e-01 | val 8.544871e-01 |   0.934 s | best 8.544871e-01 @33 *
epoch   34 | train 7.462781e-01 | val 8.495485e-01 |   0.877 s | best 8.495485e-01 @34 *
epoch   35 | train 7.560641e-01 | val 8.447491e-01 |   0.876 s | best 8.447491e-01 @35 *
epoch   36 | train 7.565761e-01 | val 8.401183e-01 |   0.885 s | best 8.401183e-01 @36 *
epoch   37 | train 7.478460e-01 | val 8.355681e-01 |   0.884 s | best 8.355681e-01 @37 *
epoch   38 | train 7.514363e-01 | val 8.311836e-01 |   0.904 s | best 8.311836e-01 @38 *
epoch   39 | train 7.532344e-01 | val 8.269313e-01 |   1.095 s | best 8.269313e-01 @39 *
epoch   40 | train 7.508182e-01 | val 8.227458e-01 |   1.095 s | best 8.227458e-01 @40 *
