
# ===== 2026-09-20 22:11:26 KST  HPO attempt 420  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=9000 n_val=1000 split_hash=98d6225d67f9c15a E||H||_F^2/(NrNt)=1.000268 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'dit', 'param': 've', 'domain': 'pixel', 'lr': 0.002259756674022761, 'ema': 0.99, 'batch': 256, 'emb': 256, 'width': 64, 'depth': 6, 'heads': 8, 'patch': 1}  params=479426
# stopping    : patience 15 on val loss, never before 0 epochs, max 600 (01_RULES §5)
epoch    1 | train 8.891399e-01 | val 9.282528e-01 |   0.394 s | best 9.282528e-01 @1 *
epoch    2 | train 8.646937e-01 | val 8.879493e-01 |   0.393 s | best 8.879493e-01 @2 *
epoch    3 | train 8.630895e-01 | val 8.671349e-01 |   0.392 s | best 8.671349e-01 @3 *
epoch    4 | train 8.605031e-01 | val 8.571236e-01 |   0.396 s | best 8.571236e-01 @4 *
epoch    5 | train 8.614682e-01 | val 8.517054e-01 |   0.395 s | best 8.517054e-01 @5 *
epoch    6 | train 8.592451e-01 | val 8.486551e-01 |   0.392 s | best 8.486551e-01 @6 *
epoch    7 | train 8.576280e-01 | val 8.468663e-01 |   0.390 s | best 8.468663e-01 @7 *
epoch    8 | train 8.594107e-01 | val 8.458006e-01 |   0.392 s | best 8.458006e-01 @8 *
epoch    9 | train 8.578286e-01 | val 8.451349e-01 |   0.406 s | best 8.451349e-01 @9 *
epoch   10 | train 8.576066e-01 | val 8.444951e-01 |   0.390 s | best 8.444951e-01 @10 *
epoch   11 | train 8.590920e-01 | val 8.441886e-01 |   0.384 s | best 8.441886e-01 @11 *
epoch   12 | train 8.546044e-01 | val 8.435347e-01 |   0.392 s | best 8.435347e-01 @12 *
epoch   13 | train 8.507346e-01 | val 8.423817e-01 |   0.406 s | best 8.423817e-01 @13 *
epoch   14 | train 8.488431e-01 | val 8.401502e-01 |   0.388 s | best 8.401502e-01 @14 *
epoch   15 | train 8.393631e-01 | val 8.367872e-01 |   0.392 s | best 8.367872e-01 @15 *
epoch   16 | train 8.343226e-01 | val 8.322901e-01 |   0.391 s | best 8.322901e-01 @16 *
epoch   17 | train 8.161979e-01 | val 8.268523e-01 |   0.389 s | best 8.268523e-01 @17 *
epoch   18 | train 8.123855e-01 | val 8.191556e-01 |   0.401 s | best 8.191556e-01 @18 *
epoch   19 | train 7.970788e-01 | val 8.095689e-01 |   0.392 s | best 8.095689e-01 @19 *
epoch   20 | train 7.945730e-01 | val 8.002178e-01 |   0.702 s | best 8.002178e-01 @20 *
epoch   21 | train 7.852605e-01 | val 7.916928e-01 |   1.324 s | best 7.916928e-01 @21 *
epoch   22 | train 7.863186e-01 | val 7.838365e-01 |   1.325 s | best 7.838365e-01 @22 *
epoch   23 | train 7.770707e-01 | val 7.769457e-01 |   1.321 s | best 7.769457e-01 @23 *
epoch   24 | train 7.772671e-01 | val 7.706912e-01 |   1.319 s | best 7.706912e-01 @24 *
epoch   25 | train 7.752576e-01 | val 7.657182e-01 |   1.325 s | best 7.657182e-01 @25 *
epoch   26 | train 7.742684e-01 | val 7.620271e-01 |   1.323 s | best 7.620271e-01 @26 *
epoch   27 | train 7.701340e-01 | val 7.592730e-01 |   1.325 s | best 7.592730e-01 @27 *
epoch   28 | train 7.666517e-01 | val 7.571277e-01 |   1.320 s | best 7.571277e-01 @28 *
epoch   29 | train 7.663039e-01 | val 7.552176e-01 |   1.323 s | best 7.552176e-01 @29 *
epoch   30 | train 7.686552e-01 | val 7.536759e-01 |   1.324 s | best 7.536759e-01 @30 *
epoch   31 | train 7.684398e-01 | val 7.526483e-01 |   1.323 s | best 7.526483e-01 @31 *
epoch   32 | train 7.632300e-01 | val 7.514547e-01 |   1.321 s | best 7.514547e-01 @32 *
epoch   33 | train 7.656233e-01 | val 7.505777e-01 |   1.318 s | best 7.505777e-01 @33 *
epoch   34 | train 7.616374e-01 | val 7.498046e-01 |   1.324 s | best 7.498046e-01 @34 *
epoch   35 | train 7.638460e-01 | val 7.492796e-01 |   1.326 s | best 7.492796e-01 @35 *
epoch   36 | train 7.644028e-01 | val 7.485856e-01 |   1.324 s | best 7.485856e-01 @36 *
epoch   37 | train 7.700191e-01 | val 7.480484e-01 |   1.367 s | best 7.480484e-01 @37 *
epoch   38 | train 7.636188e-01 | val 7.476587e-01 |   1.364 s | best 7.476587e-01 @38 *
epoch   39 | train 7.634204e-01 | val 7.472564e-01 |   1.353 s | best 7.472564e-01 @39 *
epoch   40 | train 7.603374e-01 | val 7.466557e-01 |   1.349 s | best 7.466557e-01 @40 *
epoch   41 | train 7.621197e-01 | val 7.463133e-01 |   1.351 s | best 7.463133e-01 @41 *
epoch   42 | train 7.621952e-01 | val 7.458441e-01 |   1.351 s | best 7.458441e-01 @42 *
epoch   43 | train 7.642787e-01 | val 7.453563e-01 |   1.349 s | best 7.453563e-01 @43 *
epoch   44 | train 7.602367e-01 | val 7.448112e-01 |   1.354 s | best 7.448112e-01 @44 *
epoch   45 | train 7.592229e-01 | val 7.442721e-01 |   1.349 s | best 7.442721e-01 @45 *
epoch   46 | train 7.600245e-01 | val 7.438090e-01 |   1.351 s | best 7.438090e-01 @46 *
epoch   47 | train 7.582190e-01 | val 7.432476e-01 |   1.351 s | best 7.432476e-01 @47 *
epoch   48 | train 7.604026e-01 | val 7.426687e-01 |   1.351 s | best 7.426687e-01 @48 *
epoch   49 | train 7.536397e-01 | val 7.419364e-01 |   1.352 s | best 7.419364e-01 @49 *
epoch   50 | train 7.575998e-01 | val 7.412791e-01 |   1.352 s | best 7.412791e-01 @50 *
epoch   51 | train 7.571053e-01 | val 7.409095e-01 |   1.350 s | best 7.409095e-01 @51 *
