
# ===== 2026-09-20 21:10:51 KST  HPO attempt 357  testbed D1 prior S  Nr=8 Nt=4
# DEVICE      : cuda | cuda_available=True | NVIDIA RTX PRO 6000 Blackwell Server Edition | torch 2.14.0+cu130 | train dtype float32 (01_RULES §9.5)
# data        : n_train=9000 n_val=1000 split_hash=98d6225d67f9c15a E||H||_F^2/(NrNt)=1.000268 (04_SPEC §2)
# sigma grid  : MEASURED, 20 points, log-uniform draw over [3.2936e-02, 7.9084e-01]
# hp          : {'arch': 'dit', 'param': 'vp', 'domain': 'pixel', 'lr': 0.001045708806148517, 'ema': 0.999, 'batch': 128, 'emb': 256, 'width': 64, 'depth': 6, 'heads': 8, 'patch': 1}  params=479426
# stopping    : patience 15 on val loss, never before 0 epochs, max 600 (01_RULES §5)
epoch    1 | train 8.849630e-01 | val 9.783531e-01 |   2.573 s | best 9.783531e-01 @1 *
epoch    2 | train 8.618672e-01 | val 9.651682e-01 |   2.619 s | best 9.651682e-01 @2 *
epoch    3 | train 8.630747e-01 | val 9.531662e-01 |   2.619 s | best 9.531662e-01 @3 *
epoch    4 | train 8.600848e-01 | val 9.419935e-01 |   2.622 s | best 9.419935e-01 @4 *
epoch    5 | train 8.601730e-01 | val 9.314862e-01 |   2.619 s | best 9.314862e-01 @5 *
epoch    6 | train 8.621570e-01 | val 9.215485e-01 |   2.621 s | best 9.215485e-01 @6 *
epoch    7 | train 8.594225e-01 | val 9.123681e-01 |   2.619 s | best 9.123681e-01 @7 *
epoch    8 | train 8.612440e-01 | val 9.040704e-01 |   2.619 s | best 9.040704e-01 @8 *
epoch    9 | train 8.601400e-01 | val 8.966401e-01 |   2.506 s | best 8.966401e-01 @9 *
epoch   10 | train 8.587811e-01 | val 8.901607e-01 |   2.360 s | best 8.901607e-01 @10 *
epoch   11 | train 8.596831e-01 | val 8.844644e-01 |   2.631 s | best 8.844644e-01 @11 *
epoch   12 | train 8.619513e-01 | val 8.794883e-01 |   2.630 s | best 8.794883e-01 @12 *
epoch   13 | train 8.573663e-01 | val 8.750380e-01 |   2.632 s | best 8.750380e-01 @13 *
epoch   14 | train 8.558103e-01 | val 8.711740e-01 |   2.645 s | best 8.711740e-01 @14 *
epoch   15 | train 8.508471e-01 | val 8.676584e-01 |   2.636 s | best 8.676584e-01 @15 *
epoch   16 | train 8.498960e-01 | val 8.643519e-01 |   2.642 s | best 8.643519e-01 @16 *
epoch   17 | train 8.461144e-01 | val 8.613434e-01 |   2.631 s | best 8.613434e-01 @17 *
epoch   18 | train 8.387301e-01 | val 8.586110e-01 |   2.687 s | best 8.586110e-01 @18 *
epoch   19 | train 8.374323e-01 | val 8.561196e-01 |   2.625 s | best 8.561196e-01 @19 *
epoch   20 | train 8.334053e-01 | val 8.539377e-01 |   2.619 s | best 8.539377e-01 @20 *
epoch   21 | train 8.234281e-01 | val 8.519667e-01 |   2.622 s | best 8.519667e-01 @21 *
epoch   22 | train 8.153127e-01 | val 8.503052e-01 |   2.716 s | best 8.503052e-01 @22 *
epoch   23 | train 7.993999e-01 | val 8.490558e-01 |   2.564 s | best 8.490558e-01 @23 *
epoch   24 | train 7.938700e-01 | val 8.481749e-01 |   1.513 s | best 8.481749e-01 @24 *
epoch   25 | train 7.836838e-01 | val 8.475977e-01 |   2.618 s | best 8.475977e-01 @25 *
epoch   26 | train 7.809113e-01 | val 8.472758e-01 |   2.615 s | best 8.472758e-01 @26 *
epoch   27 | train 7.761009e-01 | val 8.469716e-01 |   2.622 s | best 8.469716e-01 @27 *
epoch   28 | train 7.731671e-01 | val 8.465543e-01 |   2.623 s | best 8.465543e-01 @28 *
epoch   29 | train 7.779247e-01 | val 8.456663e-01 |   2.631 s | best 8.456663e-01 @29 *
epoch   30 | train 7.675746e-01 | val 8.444510e-01 |   2.621 s | best 8.444510e-01 @30 *
epoch   31 | train 7.692093e-01 | val 8.429563e-01 |   2.618 s | best 8.429563e-01 @31 *
epoch   32 | train 7.698752e-01 | val 8.415330e-01 |   1.969 s | best 8.415330e-01 @32 *
epoch   33 | train 7.711751e-01 | val 8.398911e-01 |   2.609 s | best 8.398911e-01 @33 *
epoch   34 | train 7.697343e-01 | val 8.382327e-01 |   2.617 s | best 8.382327e-01 @34 *
epoch   35 | train 7.651794e-01 | val 8.359306e-01 |   2.617 s | best 8.359306e-01 @35 *
epoch   36 | train 7.629411e-01 | val 8.326978e-01 |   2.616 s | best 8.326978e-01 @36 *
epoch   37 | train 7.679275e-01 | val 8.286228e-01 |   2.613 s | best 8.286228e-01 @37 *
epoch   38 | train 7.667237e-01 | val 8.237838e-01 |   2.619 s | best 8.237838e-01 @38 *
epoch   39 | train 7.657386e-01 | val 8.182633e-01 |   2.617 s | best 8.182633e-01 @39 *
epoch   40 | train 7.633722e-01 | val 8.122739e-01 |   2.018 s | best 8.122739e-01 @40 *
epoch   41 | train 7.679759e-01 | val 8.062541e-01 |   2.625 s | best 8.062541e-01 @41 *
epoch   42 | train 7.638515e-01 | val 8.000245e-01 |   2.623 s | best 8.000245e-01 @42 *
epoch   43 | train 7.665415e-01 | val 7.943118e-01 |   2.624 s | best 7.943118e-01 @43 *
epoch   44 | train 7.687207e-01 | val 7.889016e-01 |   2.623 s | best 7.889016e-01 @44 *
epoch   45 | train 7.687189e-01 | val 7.838985e-01 |   2.622 s | best 7.838985e-01 @45 *
epoch   46 | train 7.637759e-01 | val 7.793193e-01 |   2.002 s | best 7.793193e-01 @46 *
epoch   47 | train 7.706139e-01 | val 7.753106e-01 |   2.622 s | best 7.753106e-01 @47 *
epoch   48 | train 7.627487e-01 | val 7.717386e-01 |   2.622 s | best 7.717386e-01 @48 *
epoch   49 | train 7.667196e-01 | val 7.686245e-01 |   2.622 s | best 7.686245e-01 @49 *
epoch   50 | train 7.625196e-01 | val 7.658364e-01 |   2.621 s | best 7.658364e-01 @50 *
epoch   51 | train 7.601555e-01 | val 7.633443e-01 |   2.621 s | best 7.633443e-01 @51 *
epoch   52 | train 7.523790e-01 | val 7.612289e-01 |   2.469 s | best 7.612289e-01 @52 *
epoch   53 | train 7.574504e-01 | val 7.592909e-01 |   2.187 s | best 7.592909e-01 @53 *
epoch   54 | train 7.603492e-01 | val 7.575680e-01 |   2.625 s | best 7.575680e-01 @54 *
epoch   55 | train 7.629173e-01 | val 7.561410e-01 |   2.624 s | best 7.561410e-01 @55 *
epoch   56 | train 7.583559e-01 | val 7.548431e-01 |   2.623 s | best 7.548431e-01 @56 *
epoch   57 | train 7.603470e-01 | val 7.537034e-01 |   2.572 s | best 7.537034e-01 @57 *
epoch   58 | train 7.621414e-01 | val 7.526275e-01 |   1.865 s | best 7.526275e-01 @58 *
epoch   59 | train 7.529161e-01 | val 7.516702e-01 |   2.563 s | best 7.516702e-01 @59 *
epoch   60 | train 7.599805e-01 | val 7.507601e-01 |   2.552 s | best 7.507601e-01 @60 *
epoch   61 | train 7.601489e-01 | val 7.499422e-01 |   2.556 s | best 7.499422e-01 @61 *
epoch   62 | train 7.533958e-01 | val 7.492028e-01 |   2.554 s | best 7.492028e-01 @62 *
epoch   63 | train 7.547553e-01 | val 7.485180e-01 |   2.576 s | best 7.485180e-01 @63 *
epoch   64 | train 7.558983e-01 | val 7.478778e-01 |   2.584 s | best 7.478778e-01 @64 *
epoch   65 | train 7.558333e-01 | val 7.472704e-01 |   2.573 s | best 7.472704e-01 @65 *
epoch   66 | train 7.557613e-01 | val 7.467163e-01 |   2.569 s | best 7.467163e-01 @66 *
epoch   67 | train 7.570202e-01 | val 7.461785e-01 |   2.588 s | best 7.461785e-01 @67 *
epoch   68 | train 7.602126e-01 | val 7.456591e-01 |   2.566 s | best 7.456591e-01 @68 *
epoch   69 | train 7.579682e-01 | val 7.451258e-01 |   2.559 s | best 7.451258e-01 @69 *
epoch   70 | train 7.555070e-01 | val 7.446434e-01 |   2.631 s | best 7.446434e-01 @70 *
epoch   71 | train 7.524372e-01 | val 7.441869e-01 |   2.621 s | best 7.441869e-01 @71 *
epoch   72 | train 7.589115e-01 | val 7.437586e-01 |   2.618 s | best 7.437586e-01 @72 *
epoch   73 | train 7.536111e-01 | val 7.433214e-01 |   2.625 s | best 7.433214e-01 @73 *
epoch   74 | train 7.532389e-01 | val 7.429084e-01 |   2.631 s | best 7.429084e-01 @74 *
epoch   75 | train 7.525917e-01 | val 7.425687e-01 |   2.620 s | best 7.425687e-01 @75 *
